OA11CD,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Population_3_and_over,Total_Population_school_census,Total_Population_census,Total_Households_census,Total_Population_16_and_over_census,Total_Population_16_to_74_census,Total_Population_3_and_over_census,RM2018_01,RM2018_02,RM2018_03,RM2018_04,RM2018_05,RM2018_06,RM2018_07,RM2018_08,RM2018_09,RM2018_10,RM2018_11,RM2018_12,RM2018_13,RM2018_14,RM2018_15,RM2018_17,RM2018_18,RM2018_21,RM2018_22,RM2018_23,RM2018_24,RM2018_25,RM2018_26,RM2018_27,RM2018_28,RM2018_29,RM2018_30,RM2018_31,RM2018_32,RM2018_33,RM2018_34,RM2018_35,RM2018_36,RM2018_40,RM2018_41,RM2018_42,RM2018_43
E00175114,436,143,303,288,418,104,399,143,291,273,377,31,93,122,63,26,3,0,148,74,0,8,25,14,128,14,46,79,19,51,12,14,34,10,1,74,29,39,0,76.19694721,27,102,28,74,6,7,36,21
E00175115,290,91,174,173,272,54,278,87,185,184,252,31,80,107,34,4,0,0,41,54,19,28,9,12,110,4,33,33,13,42,1,0,19,10,3,40,12,38,0,26.05376067,11,43,18,81,3,6,8,4
E00175116,1093,275,773,765,1008,178,248,98,162,154,213,127,179,506,117,16,1,0,170,220,94,78,79,54,313,29,95,119,41,107,3,1,74,36,10,132,4,135,0,57.7518283,6,23,18,57,19,1,42,45
E00175117,725,266,440,440,664,168,219,79,142,142,200,109,164,286,72,5,0,0,167,90,7,24,22,24,347,11,86,119,39,79,2,2,76,61,1,29,24,213,0,30.00462828,11,46,15,46,31,1,81,29
E00175118,304,108,204,191,287,66,264,109,190,170,237,29,68,103,25,31,2,0,144,62,5,10,13,2,52,5,27,55,19,35,10,15,11,14,1,46,33,29,0,109.1292262,26,63,18,32,3,6,36,7
E00175119,262,77,175,172,251,66,256,78,154,151,240,21,59,71,27,10,0,0,144,29,5,13,9,4,39,15,11,33,15,32,5,3,10,8,0,20,45,12,0,58.94355889,19,73,13,17,8,1,23,21
E00175120,211,75,114,114,187,48,184,78,131,130,165,46,49,81,16,0,0,0,27,46,3,18,22,11,68,8,25,23,7,24,0,0,16,23,0,26,0,49,0,47.04327668,11,30,11,58,9,8,16,10
E00175121,135,53,87,87,117,20,124,53,87,87,110,29,18,57,13,1,0,0,15,39,8,8,20,4,37,0,13,26,10,13,1,0,15,12,0,21,0,31,0,27.63545968,4,21,12,32,3,0,5,0
E00175122,199,72,127,120,181,39,222,79,153,150,206,30,39,62,22,14,0,24,39,39,11,13,27,7,57,4,31,39,11,17,5,6,17,12,0,15,42,13,0,71.79716263,7,50,18,39,9,1,18,5
E00175123,179,89,150,114,171,21,186,91,145,106,178,9,17,35,26,50,6,0,80,23,0,2,27,3,40,1,15,72,10,13,9,42,11,2,2,22,10,49,0,171.15642,22,42,10,20,3,2,45,4
