OA11CD,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Population_3_and_over,Total_Population_school_census,Total_Population_census,Total_Households_census,Total_Population_16_and_over_census,Total_Population_16_to_74_census,Total_Population_3_and_over_census,RM2018_01,RM2018_02,RM2018_03,RM2018_04,RM2018_05,RM2018_06,RM2018_07,RM2018_08,RM2018_09,RM2018_10,RM2018_11,RM2018_12,RM2018_13,RM2018_14,RM2018_15,RM2018_17,RM2018_18,RM2018_21,RM2018_22,RM2018_23,RM2018_24,RM2018_25,RM2018_26,RM2018_27,RM2018_28,RM2018_29,RM2018_30,RM2018_31,RM2018_32,RM2018_33,RM2018_34,RM2018_35,RM2018_36,RM2018_40,RM2018_41,RM2018_42,RM2018_43
E00000329,274,132,186,183,260,61,266,132,189,185,239,26,59,103,37,15,0,0,138,34,2,6,4,8,73,6,18,86,16,23,4,9,57,22,0,9,121,2,0,98.71404812,24,83,12,29,6,2,61,24
E00000330,269,89,189,175,255,60,376,127,226,208,349,19,53,64,36,25,1,0,159,28,3,1,3,5,64,2,13,49,15,35,3,18,13,3,2,9,76,4,0,79.29742665,10,83,18,26,6,0,42,15
E00000331,371,137,271,256,355,77,349,138,255,241,330,32,61,117,53,24,0,0,86,63,25,76,54,8,32,8,57,89,22,35,7,12,48,9,2,62,50,24,0,113.7688518,36,68,26,50,9,4,30,9
E00000332,504,142,389,353,485,80,500,143,393,364,477,37,69,160,51,58,3,0,131,48,45,76,149,16,16,10,52,89,36,44,24,20,9,5,2,122,1,18,0,61.4826904,42,136,34,104,4,4,2,6
E00000333,463,127,352,328,444,95,418,124,310,284,399,30,73,128,61,46,2,0,94,46,42,58,159,9,38,5,53,73,24,45,23,9,17,4,4,106,0,20,0,72.93453178,48,105,37,63,2,9,4,5
E00000334,482,123,371,351,465,97,439,122,336,306,424,25,83,134,55,45,3,7,146,34,56,37,165,11,12,6,57,71,28,36,20,7,16,7,9,103,0,19,0,80.58517496,56,114,40,77,5,4,4,6
E00000335,449,117,337,320,421,67,390,121,296,273,378,42,64,137,56,45,5,0,95,42,29,67,157,9,21,5,41,66,23,36,19,14,10,8,7,92,0,23,0,59.04941012,36,101,43,66,2,6,6,6
E00000336,527,138,391,359,497,98,485,136,368,335,468,48,77,149,64,50,2,0,103,44,58,45,221,7,27,7,61,77,35,44,20,9,13,7,8,119,0,18,0,77.01045098,45,122,45,85,1,7,0,0
E00000337,335,115,247,234,318,58,343,117,258,240,323,33,52,129,34,25,2,0,60,42,32,60,64,9,47,9,38,66,19,29,9,7,31,10,5,65,16,33,0,63.63305107,27,71,33,71,4,6,16,5
E00000338,435,118,333,308,421,82,407,118,319,289,396,24,72,133,41,53,4,0,93,53,54,114,81,8,12,8,49,83,29,31,23,15,16,1,3,99,1,17,0,87.58567481,50,99,31,81,0,5,3,3
E00000339,425,113,321,303,403,78,386,118,296,284,370,36,65,130,47,44,2,0,103,34,27,78,149,9,13,0,46,64,27,32,16,10,11,6,10,100,0,12,0,67.00219336,43,89,43,85,2,7,1,1
E00000340,369,109,299,274,346,40,377,113,312,292,366,37,29,120,36,59,3,0,100,43,53,76,61,3,11,8,20,72,26,22,27,7,12,5,8,89,0,20,0,76.70302182,37,97,37,87,2,4,2,1
E00000341,444,137,325,310,429,101,397,134,309,294,370,31,77,138,55,43,1,0,115,50,48,57,111,5,44,2,64,81,27,40,15,11,28,5,8,83,29,25,0,64.69424846,40,101,37,68,4,3,24,7
E00000342,427,110,327,301,404,66,391,109,306,275,372,31,64,144,43,52,2,0,66,63,50,75,106,15,24,5,45,62,26,32,19,6,11,4,11,48,39,22,0,84.45186102,32,90,29,71,2,8,4,9
E00000343,489,139,386,367,476,84,453,137,355,342,436,27,70,158,55,56,1,0,146,90,37,59,105,9,23,9,42,87,34,42,25,12,16,5,4,114,0,25,0,52.38672386,50,131,37,74,5,6,3,9
E00000344,465,123,365,341,442,64,428,123,353,336,414,38,58,153,55,53,1,15,91,67,76,113,64,7,16,5,47,73,27,35,25,6,15,6,8,93,2,27,0,93.36093749,37,113,34,95,5,9,7,3
E00000345,458,140,367,334,444,65,457,141,363,314,440,25,58,150,58,60,3,0,114,77,56,90,90,6,6,6,47,92,32,41,27,13,20,1,6,109,1,29,0,85.39908456,54,99,30,91,5,2,7,0
E00000346,376,110,299,273,354,50,386,107,315,292,371,32,41,136,40,44,1,0,63,52,18,129,71,4,22,2,37,69,27,23,11,13,18,6,11,75,0,33,0,69.15744713,29,80,28,85,5,10,4,2
E00000347,396,122,300,272,382,71,375,123,297,270,361,29,59,120,38,62,1,0,107,48,13,31,157,5,17,10,37,74,22,33,24,14,14,9,5,105,0,16,0,93.08082201,42,74,39,78,0,5,3,2
E00000348,533,207,376,365,496,95,526,212,393,355,488,63,83,199,65,30,1,0,71,131,66,73,93,15,52,14,66,105,36,71,13,12,44,19,8,91,17,98,0,73.7797001,29,96,36,134,21,3,21,1
E00000349,445,128,347,328,433,87,421,127,320,295,402,26,69,139,63,38,1,0,90,40,27,62,185,7,17,9,51,78,32,43,16,14,16,5,2,113,0,13,0,75.55746615,33,106,33,73,2,10,1,11
E00000350,378,107,292,268,356,54,336,108,265,241,322,35,48,124,47,35,2,0,70,48,42,81,96,8,19,2,37,67,26,29,15,7,19,2,8,87,1,18,0,83.60369925,31,74,32,71,2,2,5,3
E00000351,491,139,361,336,470,98,447,136,341,324,426,35,86,149,55,41,1,0,123,69,36,81,116,8,19,15,55,75,31,49,19,7,18,8,6,98,3,36,0,65.17494286,55,118,33,97,6,8,4,9
E00000352,641,237,486,429,608,91,484,187,363,327,447,57,96,246,55,79,19,2,154,104,83,66,120,16,58,12,59,159,45,51,14,59,41,18,5,92,40,96,0,88.74761781,38,98,41,102,14,4,57,10
E00000353,425,122,333,320,408,65,440,124,325,302,416,24,61,147,60,33,2,0,77,68,51,64,108,4,32,10,51,73,32,36,14,8,19,4,8,87,0,34,0,59.28222488,41,83,47,82,4,7,3,4
E00000354,354,130,273,253,340,56,330,132,239,208,308,29,45,113,35,38,3,0,131,60,19,31,51,9,32,11,24,88,24,33,13,20,31,4,3,64,46,20,0,95.18765216,20,65,25,45,4,3,31,4
E00000355,420,157,306,282,399,67,387,156,309,285,369,38,75,124,45,46,5,0,146,55,31,44,72,12,36,9,30,100,32,31,18,18,32,20,3,86,37,33,0,85.70083896,34,105,31,66,7,8,30,5
E00000356,417,128,311,290,396,79,401,128,290,263,384,30,63,137,49,33,4,0,120,65,40,54,78,9,33,2,45,71,28,40,13,12,18,12,4,90,19,19,0,68.55887695,49,81,34,71,7,5,9,6
E00000357,514,147,371,349,493,107,451,151,347,317,431,48,87,172,54,52,4,0,122,56,47,92,134,10,34,6,74,80,26,47,18,14,22,9,9,100,24,23,0,96.77247853,45,100,41,83,6,7,15,6
E00000358,349,137,240,231,332,68,274,135,209,188,249,33,71,109,42,27,2,0,90,60,13,43,32,14,72,12,31,85,20,37,8,17,40,14,0,30,69,37,0,99.32942006,14,56,13,59,16,4,44,12
E00000360,322,116,232,218,308,63,311,115,227,216,294,29,52,108,32,38,0,0,127,87,15,7,4,3,65,3,29,69,27,31,13,13,16,13,3,56,40,19,0,89.16579028,21,63,16,50,10,1,26,11
E00000361,314,131,228,218,306,75,330,131,239,227,307,19,64,88,50,24,2,0,132,66,5,11,9,7,67,9,27,84,27,26,5,18,34,20,1,57,46,27,0,95.24953371,24,76,20,44,7,7,35,16
E00000362,349,113,249,240,329,70,287,111,208,196,274,33,63,105,37,31,1,0,172,61,19,5,9,9,56,9,29,66,21,33,12,15,18,13,1,54,36,20,0,117.2168704,19,76,14,38,8,5,20,7
E00000363,355,105,238,233,338,86,304,104,209,194,282,24,88,108,41,17,0,0,157,67,12,1,30,8,60,10,26,50,21,45,8,6,15,7,1,41,37,26,0,86.73894808,32,69,9,30,6,2,28,21
E00000364,291,105,224,210,275,53,265,103,216,202,255,28,38,82,50,27,1,7,157,51,12,10,5,4,38,10,12,73,36,21,11,11,15,9,1,38,52,15,0,138.4346314,41,68,22,24,5,3,27,12
E00000365,281,93,196,188,265,57,260,96,190,179,240,27,52,91,32,20,1,0,94,63,6,17,13,8,52,7,26,49,17,32,8,6,18,11,1,31,21,41,0,78.33513572,22,66,7,33,10,2,17,11
E00000366,310,109,232,216,293,53,264,104,208,197,249,28,44,107,35,33,2,1,139,81,2,15,14,2,48,0,27,69,29,27,18,7,15,11,2,53,34,22,0,110.4745351,36,76,24,27,6,6,24,10
E00000367,419,144,310,288,396,70,363,141,266,244,343,36,68,135,75,27,4,0,166,107,20,12,11,11,78,1,36,83,37,44,14,10,22,16,1,72,38,33,0,96.13047069,49,104,22,44,7,6,20,8
E00000368,313,118,223,204,300,58,278,114,207,184,264,25,58,86,46,30,3,0,136,54,8,29,25,5,43,2,27,70,18,33,13,12,27,13,1,59,33,24,0,109.0803097,38,65,22,41,3,7,26,10
E00000369,351,114,255,242,325,54,293,116,224,209,278,37,54,110,42,30,1,0,165,64,8,28,13,6,47,5,21,60,24,35,13,7,16,13,4,58,36,20,0,123.2979127,25,79,17,44,3,6,27,12
E00000370,382,123,259,242,368,93,323,124,229,208,307,30,92,125,49,27,0,0,174,56,14,9,26,19,62,12,46,61,28,41,7,12,14,17,3,61,27,34,0,83.23404269,36,101,15,39,8,5,19,13
E00000371,329,126,243,229,309,52,291,123,208,193,279,33,50,92,47,26,1,0,145,60,7,18,8,4,70,11,25,80,33,30,11,11,25,16,0,65,43,18,0,93.34898108,26,68,20,46,3,3,29,6
E00000372,352,133,246,236,337,80,329,135,231,222,311,24,77,123,50,25,1,0,154,57,10,18,20,9,67,4,29,76,25,37,6,15,30,19,1,50,55,28,0,85.88999693,14,96,25,27,9,4,38,8
E00000373,387,124,280,265,364,64,336,125,243,214,320,32,67,128,42,31,2,0,159,90,3,11,27,13,54,16,34,70,26,40,13,10,21,10,4,55,43,25,0,116.9517069,42,90,15,31,7,6,27,9
E00000374,379,126,261,247,351,68,355,129,262,240,343,38,78,112,46,33,0,0,179,64,11,16,10,10,79,3,23,71,29,35,10,13,19,17,2,63,39,24,0,90.43793843,42,92,14,49,7,6,31,8
E00000375,331,109,215,204,307,81,291,107,203,185,279,35,76,105,31,17,1,0,149,57,23,12,18,2,39,6,30,46,19,44,6,9,12,18,0,51,35,23,0,69.68194809,24,78,19,37,10,3,19,11
E00000376,375,125,306,273,363,47,350,127,278,248,333,20,42,108,55,54,4,0,187,85,15,15,16,12,34,2,23,86,33,33,28,12,13,4,2,80,30,12,0,121.0266626,41,96,23,36,3,6,24,16
E00000377,296,113,213,202,281,61,275,113,206,191,257,24,55,92,41,25,2,0,140,64,1,7,1,3,63,6,28,72,23,29,10,11,28,9,1,52,42,18,0,113.3615422,23,66,21,38,5,4,26,13
E00000378,287,124,224,201,278,34,291,126,237,202,277,20,38,75,28,56,3,0,126,60,15,2,14,10,40,5,14,90,20,23,15,34,21,7,1,20,78,23,0,152.3789644,30,68,26,24,8,2,58,13
E00000379,367,138,266,249,349,74,376,140,265,246,355,25,73,111,38,35,4,0,216,45,10,13,14,6,52,2,24,83,28,38,16,15,24,13,2,70,48,19,0,84.74972676,42,85,28,42,4,10,21,11
E00000380,445,152,313,292,424,85,381,151,281,261,364,31,94,134,53,35,3,0,182,111,5,13,14,7,92,9,47,93,34,45,9,22,28,11,2,63,56,33,0,115.4223646,54,96,26,40,14,9,30,12
E00000381,344,132,259,239,330,55,317,129,234,222,292,25,54,103,44,34,3,0,161,83,8,14,12,5,45,7,31,82,27,36,11,17,27,11,3,61,34,36,0,110.3818266,19,82,15,34,17,5,24,6
E00000382,381,127,266,257,365,77,334,126,249,229,315,31,77,121,58,26,1,0,166,88,10,3,12,7,65,7,20,67,32,41,11,7,17,14,3,68,32,25,0,89.23871772,36,92,24,45,6,5,25,14
E00000383,303,114,225,213,289,58,296,114,208,195,282,21,56,88,42,37,2,0,171,55,2,7,17,10,32,5,20,71,22,24,14,13,22,15,2,49,41,23,0,82.30453733,24,74,22,21,6,2,25,11
E00000384,377,134,275,259,365,75,329,134,235,213,305,19,76,109,51,39,0,0,182,103,3,4,21,6,50,6,29,77,25,37,14,13,25,12,5,63,41,28,0,100.1134151,35,76,15,28,7,5,26,11
E00000385,308,113,222,207,292,51,343,139,252,242,315,27,55,90,44,26,1,0,139,69,14,8,5,9,55,4,28,73,24,29,10,12,27,10,1,51,39,23,0,97.97630951,16,93,28,39,3,4,18,5
E00000386,413,128,327,302,399,62,402,128,307,281,393,31,47,107,58,48,6,0,209,60,34,7,36,7,44,6,29,82,32,36,19,17,14,3,5,97,20,10,0,91.43922657,34,113,25,46,3,5,11,4
E00000387,357,121,248,235,336,77,317,116,242,233,302,38,65,119,45,31,2,0,152,72,12,2,4,11,85,6,31,69,27,36,13,12,17,14,1,41,45,28,0,96.12442091,42,93,25,38,9,0,27,10
E00000388,371,122,269,260,356,73,385,117,235,215,370,26,68,115,48,23,4,0,152,72,4,18,7,11,79,5,29,66,23,44,9,13,21,9,2,49,43,30,0,66.97174192,37,69,20,34,19,1,29,7
E00000389,378,140,282,265,366,72,362,129,265,249,340,27,63,121,53,38,1,6,191,53,8,9,15,8,73,8,26,88,32,38,17,11,28,12,1,66,46,27,0,103.4156439,33,86,18,43,9,5,26,10
E00000390,404,136,282,265,385,87,347,136,255,233,315,35,78,111,66,27,2,0,191,70,8,23,5,11,69,12,38,74,34,45,9,14,17,15,2,73,35,28,0,84.32394225,37,89,22,42,8,7,23,8
E00000391,340,123,237,227,319,71,313,127,232,217,288,34,68,99,51,30,0,0,180,53,14,17,6,12,47,4,34,68,21,34,14,9,24,17,3,59,47,17,0,113.9669489,30,81,17,29,7,8,31,17
E00000392,367,121,247,228,349,89,330,125,235,217,305,32,81,114,50,33,0,0,172,29,5,36,48,9,52,9,45,65,27,40,11,12,15,12,3,63,30,27,0,83.97441717,21,85,21,37,7,8,23,11
E00000393,454,144,314,300,436,106,364,142,263,251,338,35,98,133,70,24,1,0,196,98,14,9,26,14,78,6,66,78,35,49,8,13,22,16,1,77,40,25,0,96.340095,41,91,42,40,9,7,28,15
E00000394,357,116,270,252,344,71,306,115,241,225,298,19,63,97,51,28,1,0,175,55,10,37,21,8,28,11,26,72,32,36,14,10,16,8,0,70,26,20,0,108.6503034,35,94,21,36,3,4,23,20
E00000395,407,139,298,272,388,70,367,139,259,236,333,35,69,136,55,46,1,0,161,67,5,49,26,4,68,20,37,83,29,37,18,15,21,13,4,75,34,30,0,88.5465914,29,69,21,51,8,4,32,15
E00000396,350,125,261,245,338,65,323,128,235,216,310,23,62,102,48,38,1,0,147,109,7,3,9,11,49,12,31,84,29,25,16,16,23,15,1,60,40,23,0,107.7146435,33,80,26,31,9,9,26,6
E00000397,403,145,282,270,370,66,363,144,263,256,321,55,62,118,47,27,0,0,226,84,4,15,3,10,45,8,19,76,32,30,8,11,25,33,4,54,54,36,0,96.93840833,30,104,22,40,8,6,47,13
E00000398,324,127,241,225,309,47,320,129,253,242,302,21,58,89,43,41,1,0,175,60,2,4,12,4,52,6,17,85,28,27,17,18,22,12,1,78,29,20,0,104.0137259,38,94,25,40,5,4,22,9
E00000399,359,117,251,239,340,75,277,119,216,202,263,33,69,109,45,30,3,0,160,73,14,17,11,4,69,7,42,69,29,31,15,9,16,14,2,57,34,25,0,104.2022179,21,77,27,23,9,7,28,14
E00000400,400,129,296,285,386,78,356,125,264,235,337,27,71,114,67,26,0,0,139,101,21,12,23,13,72,12,37,77,34,43,12,9,22,7,1,75,35,19,0,82.78149888,32,97,21,40,6,6,16,15
E00000401,337,117,242,230,320,73,305,124,222,199,296,31,59,97,51,22,2,0,161,78,3,10,24,12,30,9,32,67,29,37,9,8,21,9,2,53,33,30,0,86.25884772,21,83,17,27,7,8,31,14
E00000402,339,116,235,224,315,59,313,117,236,221,296,40,59,103,37,27,0,0,142,67,2,9,9,11,79,11,24,58,18,42,11,8,21,13,2,61,31,24,0,90.29873421,20,71,31,42,6,3,20,9
E00000403,403,144,289,266,379,71,385,144,283,260,359,34,77,120,59,36,0,0,175,87,10,18,4,6,83,6,33,80,31,45,14,10,25,16,2,82,37,25,0,84.64994671,31,112,14,52,9,4,24,6
E00000404,399,140,308,298,381,63,350,131,254,234,327,35,55,140,61,32,3,0,183,96,8,12,15,8,59,5,27,85,33,42,13,14,25,9,4,79,34,25,0,107.545235,38,92,19,38,14,3,23,12
E00000405,356,113,247,236,337,82,320,112,226,209,301,30,74,113,47,16,2,0,177,67,10,24,11,2,47,7,27,61,28,38,5,8,20,11,2,54,35,24,0,109.9213253,20,81,21,44,7,5,22,10
E00000406,396,125,277,261,369,79,347,124,254,238,329,41,73,126,44,38,0,0,167,71,22,27,20,9,65,3,35,72,30,42,16,13,13,7,3,69,37,19,0,100.6291116,33,93,25,39,3,4,25,18
E00000407,366,132,263,253,350,71,356,133,265,250,336,29,71,101,66,33,0,0,167,80,15,11,6,5,70,6,34,83,36,30,15,8,24,14,3,65,38,29,0,116.1585294,38,101,23,33,7,6,31,5
E00000408,341,117,247,238,331,66,308,118,228,216,295,23,67,116,45,18,0,0,158,51,10,18,9,6,74,4,29,65,30,33,8,5,22,15,2,61,31,25,0,84.41458982,36,85,14,33,6,5,21,7
E00000409,373,128,287,269,355,60,362,128,259,233,337,21,61,112,51,39,4,0,178,68,2,14,24,3,74,1,25,81,25,33,14,21,21,12,2,68,38,22,0,120.1517739,44,78,29,50,6,9,28,6
E00000410,309,116,219,209,297,53,278,111,209,193,253,29,57,101,35,24,2,0,147,63,10,6,8,6,62,4,23,62,25,32,10,9,18,16,3,59,29,26,0,100.5339122,23,68,24,41,8,4,23,15
E00000411,296,104,208,185,280,57,267,107,218,188,256,30,56,85,39,33,3,0,106,55,1,13,9,16,77,9,30,60,20,31,9,19,12,10,2,52,31,21,0,147.7448752,23,59,22,46,8,6,21,19
E00000412,309,122,236,211,298,50,269,132,209,173,256,24,44,75,42,44,2,0,145,65,6,14,0,9,46,6,20,85,29,25,7,29,20,7,4,51,49,22,0,175.0006148,37,57,14,30,7,5,31,8
E00000413,325,114,220,208,301,66,290,114,204,189,268,40,60,106,44,20,2,0,153,71,13,3,17,9,41,8,23,57,18,39,10,7,22,11,2,63,30,20,0,81.08776652,25,65,15,44,4,5,21,9
E00000414,343,122,232,224,319,75,274,110,194,190,258,38,66,113,37,28,0,0,152,48,9,13,14,13,77,2,33,64,19,35,11,9,25,20,1,49,36,34,0,63.92314853,17,76,20,36,9,3,28,11
E00000415,353,125,249,232,331,68,304,122,234,207,283,36,63,103,48,43,1,5,166,78,12,12,19,6,36,7,38,72,23,34,14,15,20,11,6,61,34,29,0,113.4837362,27,79,15,34,7,2,25,10
E00000416,449,178,329,324,429,76,418,170,305,294,391,33,79,151,76,24,1,0,220,77,9,14,8,4,102,6,30,117,39,45,6,17,55,15,1,67,74,36,0,98.63961562,33,127,31,46,16,2,40,8
E00000417,348,120,247,225,331,79,309,118,230,204,289,34,62,111,44,41,2,0,189,67,13,7,1,9,31,16,19,71,20,37,19,14,18,11,1,61,38,21,0,126.8188952,36,79,25,23,6,6,27,13
E00000418,373,136,261,251,353,74,375,138,256,242,347,31,73,119,45,29,0,0,193,69,7,21,15,6,41,11,23,78,26,42,12,11,29,14,2,60,54,22,0,93.16865959,26,91,23,33,9,6,43,17
E00000419,340,119,243,237,324,65,343,119,257,248,325,29,65,119,32,25,0,0,130,64,31,16,13,9,51,15,26,70,30,30,10,8,22,17,2,59,36,24,0,97.36728466,38,91,32,58,4,2,23,16
E00000420,268,92,207,195,258,46,273,93,211,202,258,13,45,78,41,34,0,0,146,51,0,4,4,0,55,0,24,63,23,18,16,10,14,8,3,51,31,10,0,100.0303323,38,77,12,41,2,4,21,10
E00000421,434,136,305,296,418,79,384,127,271,259,356,30,91,126,66,22,1,0,132,96,29,22,23,8,104,9,56,74,39,47,8,6,21,10,3,88,1,47,0,64.49161237,32,86,27,73,7,6,14,6
E00000422,462,148,340,319,438,79,400,145,308,291,382,33,83,142,54,52,1,0,211,82,18,9,21,5,104,9,40,92,30,37,23,18,21,14,4,62,51,34,0,96.34133841,26,117,22,50,9,13,32,6
E00000423,363,127,261,238,344,79,378,127,249,238,350,31,66,118,41,40,1,0,170,68,7,6,24,2,67,5,43,77,31,34,20,9,17,16,0,57,37,31,0,86.13304943,29,74,19,66,6,3,33,12
E00000424,516,144,351,319,477,94,470,142,365,290,442,62,101,159,63,40,7,105,126,143,22,6,41,12,135,15,61,69,30,55,10,5,24,17,2,60,7,74,0,140.5895114,29,89,27,66,14,3,20,9
E00000425,425,139,303,286,408,76,367,139,285,263,353,31,82,118,59,44,1,0,218,61,5,13,12,8,94,9,43,79,29,38,20,15,15,17,3,50,52,34,0,127.1901741,41,105,23,35,10,7,29,19
E00000426,310,105,227,215,297,59,266,104,197,180,251,19,59,83,53,22,2,0,111,66,7,4,21,8,77,10,34,62,26,30,5,13,18,9,3,64,7,31,0,114.9377268,23,70,15,38,6,3,10,10
E00000427,346,109,254,236,330,58,336,115,242,221,323,29,56,94,49,37,2,0,101,74,22,4,18,10,89,15,30,66,26,27,16,11,13,11,2,72,0,36,0,67.2627891,17,67,24,50,5,6,10,3
E00000428,422,130,285,257,404,96,376,128,276,255,354,32,98,113,53,45,1,0,94,67,38,34,48,11,111,10,69,68,21,43,13,16,18,12,7,88,1,41,0,72.1805253,32,82,20,80,9,10,13,9
E00000429,372,125,248,238,353,89,319,121,227,220,299,34,85,103,47,25,0,0,97,81,11,9,17,13,124,9,53,71,31,35,8,9,23,10,3,75,0,50,0,66.34695135,21,89,28,57,7,10,11,10
E00000430,319,111,212,203,302,73,318,110,229,217,289,30,73,90,37,21,1,0,86,87,9,7,10,14,89,8,49,57,23,34,11,7,16,18,0,65,2,43,0,81.65640029,22,87,26,49,11,10,11,10
E00000431,527,176,359,350,487,92,435,167,308,297,405,64,89,152,78,28,1,0,193,86,24,15,9,16,150,4,50,96,36,46,14,10,36,24,3,62,49,64,0,67.05886478,36,120,23,60,10,10,33,10
E00000432,393,128,273,254,373,71,341,125,249,226,315,35,80,113,47,35,2,0,146,71,6,17,21,12,86,18,34,73,26,37,13,13,21,12,4,85,0,43,0,98.74893387,35,85,36,37,5,9,14,16
E00000433,389,119,247,243,366,82,313,112,225,215,288,39,96,133,40,19,1,0,114,102,7,10,13,5,98,14,48,59,23,43,12,5,19,15,1,65,0,53,0,59.46883846,31,79,22,50,14,8,11,8
E00000434,443,131,316,300,424,78,378,133,265,253,350,37,85,126,60,40,0,0,96,114,53,15,17,13,113,7,61,75,27,37,16,10,22,14,4,77,0,53,0,70.91497972,28,87,27,53,14,7,10,3
E00000435,408,137,289,272,386,62,334,134,254,232,314,35,78,127,55,35,4,0,124,108,11,15,21,14,104,4,47,77,33,35,15,10,19,18,5,76,1,56,0,99.84077162,36,82,16,61,13,9,13,10
E00000436,390,124,283,271,379,64,359,120,259,250,341,25,76,116,58,30,0,0,163,64,4,11,5,9,106,19,34,69,33,41,16,4,16,12,2,85,0,38,0,73.60434244,41,102,29,51,3,9,16,8
E00000437,427,142,300,279,399,81,379,138,284,261,355,38,80,118,57,46,2,0,115,117,35,6,14,9,118,2,55,83,25,42,23,10,25,15,1,92,1,48,0,89.36065769,32,88,23,73,9,5,12,9
E00000438,477,159,310,293,456,108,443,151,308,295,414,38,120,139,59,29,1,0,140,119,25,10,41,12,109,10,69,81,30,50,10,10,31,24,1,88,0,70,0,57.38772844,33,95,37,61,15,10,11,21
E00000439,307,103,233,225,293,54,270,102,197,184,257,24,47,90,49,29,1,0,150,45,11,13,23,5,44,2,29,65,29,25,12,9,15,9,4,53,31,18,0,81.44378196,21,71,18,31,4,3,17,5
E00000440,409,144,290,281,389,76,386,146,271,256,358,43,71,143,50,38,0,0,208,81,5,4,33,9,65,2,33,83,28,44,14,13,28,13,3,61,51,32,0,80.88547679,32,105,33,39,6,3,35,13
E00000441,425,142,317,288,410,71,358,138,275,240,337,33,66,130,63,45,2,0,186,93,3,7,15,5,107,5,36,91,42,38,20,14,15,7,3,59,46,36,0,107.2657777,38,85,17,50,5,3,31,9
E00000442,299,108,208,196,284,62,343,129,235,213,315,25,63,89,37,32,1,0,150,56,8,14,13,5,44,5,23,62,20,34,13,13,16,10,1,45,38,25,0,74.8657133,22,83,15,38,6,5,24,3
E00000443,336,119,242,225,318,57,291,119,219,204,275,28,64,93,42,37,2,0,152,90,4,7,7,5,61,3,23,65,22,30,17,7,19,19,5,56,39,24,0,89.61502183,24,72,17,32,11,6,27,8
E00000444,367,116,250,234,351,88,346,113,253,238,320,31,78,108,46,25,1,0,173,50,7,1,12,15,81,9,49,62,27,40,10,11,14,12,1,58,35,23,0,78.75254642,29,82,18,54,10,3,24,11
E00000445,432,130,319,296,413,73,410,133,304,286,392,35,74,123,42,66,1,7,211,80,1,6,25,15,76,6,28,80,25,33,33,12,10,10,5,66,48,16,0,108.2929239,50,104,23,48,9,3,30,13
E00000446,382,132,266,255,369,88,341,131,247,240,316,28,81,124,51,31,2,0,171,73,13,7,15,5,78,8,42,70,23,46,14,11,22,14,1,55,50,27,0,102.3082229,25,69,26,52,10,7,26,16
E00000447,263,106,192,184,248,50,238,106,183,174,230,33,37,84,29,24,0,0,112,34,2,11,6,8,69,14,20,69,19,21,6,15,29,14,2,21,67,18,0,106.545697,14,46,19,30,4,2,39,12
E00000448,322,123,241,234,303,48,307,123,242,218,287,32,45,105,38,30,0,0,179,63,3,4,5,1,51,4,19,77,35,26,13,11,18,18,0,63,39,21,0,99.96469151,28,91,24,29,2,5,23,10
E00000449,401,151,293,280,386,78,436,153,297,285,397,33,67,126,58,34,0,0,163,90,25,12,25,5,61,9,41,97,31,36,14,10,42,13,2,55,33,59,0,73.72171366,38,99,18,50,15,5,37,7
E00000450,330,115,227,193,319,73,328,145,255,233,310,26,74,94,40,42,1,0,126,83,9,3,2,2,87,10,42,66,16,36,16,17,17,13,0,63,12,39,0,80.74161235,29,89,18,55,7,4,19,11
E00000451,431,115,276,260,418,126,285,90,183,156,255,33,112,122,52,26,1,0,95,47,18,24,55,13,163,11,80,51,17,51,9,10,15,9,3,42,29,15,28,79.62850342,24,52,14,30,14,4,19,17
E00000452,667,236,448,443,638,143,579,218,395,395,534,63,146,250,86,19,0,0,179,114,21,28,41,29,216,22,95,121,37,74,8,5,71,35,5,67,37,132,0,31.91555259,31,108,37,146,21,4,41,19
E00000453,463,132,320,304,444,112,357,129,257,234,329,37,94,149,51,31,1,0,136,84,19,26,68,15,93,5,73,58,15,62,14,9,20,8,4,53,61,18,0,105.9672436,27,75,20,44,6,2,31,22
E00000454,320,128,235,233,296,53,279,124,205,197,263,34,43,99,53,17,0,0,73,51,7,6,32,9,126,11,32,84,22,31,7,6,49,12,0,29,82,17,0,114.7989787,26,65,17,42,10,1,37,7
E00000455,396,134,248,246,368,89,329,133,225,225,296,54,92,115,57,19,1,0,60,99,16,22,40,13,131,8,61,60,24,44,3,8,25,21,5,77,0,55,0,43.64502237,24,71,25,78,11,7,12,7
E00000456,387,150,271,263,358,89,333,146,237,225,303,43,70,129,46,28,2,0,101,72,2,11,50,5,124,16,48,91,18,37,11,14,48,21,1,35,97,17,0,80.04921703,16,73,24,54,9,4,47,21
E00000457,330,112,200,198,307,59,298,109,206,205,261,38,84,125,30,8,0,0,52,74,25,23,27,9,105,6,38,47,14,39,4,2,27,22,2,46,2,63,0,33.89619905,20,54,17,95,14,9,10,7
E00000458,93,30,63,63,89,18,273,94,176,174,252,10,18,32,13,3,0,0,26,18,4,7,5,1,30,0,9,15,4,14,2,0,9,0,0,9,19,2,0,67.91001449,18,86,19,24,2,0,9,2
