"OA","RM2018_01","RM2018_02","RM2018_03","RM2018_04","RM2018_05","RM2018_06","RM2018_08","RM2018_09","RM2018_10","RM2018_11","RM2018_12","RM2018_13","RM2018_14","RM2018_15","RM2018_17","RM2018_18","RM2018_21","RM2018_22","RM2018_23","RM2018_24","RM2018_25","RM2018_26","RM2018_27","RM2018_28","RM2018_29","RM2018_30","RM2018_31","RM2018_40","RM2018_41","RM2018_42","RM2018_43","Cluster"
"IG110FF",0.517540381219571,0.842346984731266,0.547544597835099,0.824427142662016,0,0,0.748807949213186,0.412026717958343,0,0,0,0.762440436654309,0.937792839030556,0.485313754220874,0.827085632764784,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.782486755883063,0.489935362802953,7
"IG110FG",0.481460470364762,0.875334432298908,0.778147254594848,0.669675867612689,0.441751858245821,0,0,0.817846184562532,0.604795794313172,0,0,0,0.955541886101862,0,0.696350596921783,0.696350596921783,0,0.827085632764784,0,0,0.704410160984672,0.721165154477037,0.901060871272963,0.696350596921783,0,0.957886924859061,0,0.696350596921783,0,0,0,5
"IG110FH",0.59453761651898,0.910863363043923,0.736815715891257,0.706804036188593,0.285134266187967,0,0.726509803393294,0.538536605298264,0,0.547684837853697,0.556363837323943,0.651313558238836,0.846496817702698,0.741256062953944,0.856171945418371,0.585675943847704,0.455982033927142,0.907058752577286,0,0,0.461259571463847,0.6855814851248,0.757850540489023,0.585675943847704,0,0.977771086225012,0,0.661991325345404,0,0.812284456204576,0.779672228055316,5
"IG110FL",0.750795697764869,0.730769369450232,0.950676392127915,0.610263101652695,0.446354406806055,0,0.713900318254916,0.54336183240154,0.333051107341484,0.895804886245286,0.534772476598552,0.828720040420059,0,0,1,0.891416956231948,0.684185927714699,0.814908804676277,0,0.488444855611673,0.789546156655979,0,0.618388687645272,0.974798959559179,0,0.607826330621298,0,0.47789815926988,0.602883396273983,0.48971281169718,0,3
"IG110FN",0.644591854454712,0.972744117457645,0.871882643041555,0.443034825126884,0,0,0.756989857456766,0,0,0,0.740757745799189,0.50602182932156,0.858433459668382,0.62605424402896,0.914700039627276,0.661991325345404,0,0.923479112156337,0,0,0.669653215087845,0.6855814851248,0,0,1,0,0,0,0,0.812284456204576,0.547989023548127,7
"IG110FP",0.587481166736948,0.878160909304218,0.777085391754407,0.818993161305937,0,0,0.811569425402774,0.477622387837998,0,0.626863089064939,0,0.612694589648537,0.866335738448534,0.403582855459222,0.709357015195404,0.772811936598714,0.772811936598714,0.772811936598714,0,0,0,0.856558952853962,0,0,0,1,0,0.696350596921783,0,0.925934843629231,0.894388811693048,5
"IG110FQ",0.815216711292827,0.619949035487124,0.93491840442958,0.633843618408593,0.396415426769524,0,0.718556048066003,0.805480860440362,0.614747466519925,0.381809545142367,0.434078986361863,0.599639534273823,0.725319674572093,0.578147094999418,0.849309613035116,0.893109422489874,0.492441138280868,0.795219858502621,0.450894817230333,0,0.857412136263141,0.545304078428627,0,0.88390235205927,0,0.853235010231957,0,0.324627969854371,0.264141674494615,0.539557920517803,0.436445624254457,5
"IG110FR",0.571464808255919,0.942758198209335,0.819690236839511,0.610263101652695,0,0,0.864531263414594,0.601106527603251,0,0,0,0.828720040420059,0.75004541949296,0.386755061664,0.782487836902409,0,0,1,0,0,0,0,0,0.632958337013139,0,0.970907570290435,0,0,0,0.782486755883063,0.651806114163209,5
"IG110FS",0.59027505581589,0.775472150317142,0.824660520972846,0.680695115401644,0.281602420779996,0,0.629154810478133,0.423433447933248,0,0.512254622903543,0.287209096466092,0.374349831754189,0.968242587374492,0.343728460831038,0.903596039974303,0.834787994601473,0.738423925006285,0.869190749333675,0,0,0.669653215087845,0,0.687973462872029,0.79268754492734,0,0.923479112156337,0,0.738423925006285,0,0,0.696350596921783,5
"IG110FT",0.642775499272384,0.829162281832782,0.86078877246565,0.736883073415542,0,0,0.612589929152204,0.750922464349669,0.479228784594898,0.906082707891249,0,0.433250438584997,0.679667140101843,0,0.962128088920799,0.809103143579341,0.678386638660174,0.914700039627276,0,0,0.686238287811993,0,0,0.809103143579341,0,0.914700039627276,0,0,0,0.695157789985258,0.754834257249519,5
"IG110FW",0.51952510469872,0.827093861304354,0.851540758613124,0.645901009778221,0,0,0.813103331008325,0,0,0.810094076336346,0.352591659412581,0,0.82115951881714,0,0.814908804676277,0.846965593982377,0.716213784220562,0.889072726289051,0,0,0.724503244877544,0,0,0.923479112156337,0,0.79268754492734,0,0,0,0,0,5
"IG110FX",0.653917348259665,0.848403627042379,0.906491940998523,0.657132606535028,0.263594034047443,0,0.685876278074876,0.585093177435589,0.408803279736176,0.166422717135121,0.575844140828282,0.723422610445765,0.896434690966187,0.409528283788195,0.84858526853224,0.869190749333675,0.494130946793376,0.796927167801184,0,0,0.851267332804117,0.610921934107975,0.541969661803267,0.769932004422798,0,0.933908184120193,0,0.418840623915933,0,0.63963224680063,0.626352007586095,5
