"OA","RM2018_01","RM2018_02","RM2018_03","RM2018_04","RM2018_05","RM2018_06","RM2018_08","RM2018_09","RM2018_10","RM2018_11","RM2018_12","RM2018_13","RM2018_14","RM2018_15","RM2018_17","RM2018_18","RM2018_21","RM2018_22","RM2018_23","RM2018_24","RM2018_25","RM2018_26","RM2018_27","RM2018_28","RM2018_29","RM2018_30","RM2018_31","RM2018_40","RM2018_41","RM2018_42","RM2018_43","Cluster"
"RM107JP",0.573184463249888,0.744203677883202,0.784639078038364,0.657317488263059,0.611576181195102,0,0.86290019173356,0.647668418995765,0.434329746804322,0.261012496025666,0.576006152359553,0.549296520471629,0.66008062434965,0.453120690154619,0.842818406067825,0.902092351881297,0.729223082090792,0.763608734257113,0.632958337013139,0.513918990171256,0.640284198854642,0.442655954779093,0.391266139826205,0.936499339591827,0,0.763608734257113,0,0.502822246145097,0.539209449561924,0.309850495787377,0.410655465781354,3
"RM107JR",0.59729637123712,0.757219192415305,0.830134808278114,0.78405613579111,0.564894276819403,0,0.753410774503397,0.756167181952325,0.318309261592377,0.319148397531355,0.496227071446025,0.180130104195415,0.864438786471081,0.165395675949122,0.903596039974303,0.884709364508339,0.696350596921783,0.852281208563115,0.590972051335672,0.548804189183685,0.640284198854642,0,0,0.912374983274328,0.632958337013139,0.721525480134176,0,0,0.581839762516671,0.472619395094054,0,6
"RM107JT",0.576667240848163,0.784291056080817,0.807146977460761,0.807365926229734,0.70711979260438,0,0.780512502426345,0.606072600833578,0.474136058374073,0.338634156955575,0.327714147618497,0.743041342108595,0.842492339982451,0.483871069416768,0.819685588248069,0.91981459646597,0.516683576274553,0.752400547597753,0.723329892166131,0.661190291618229,0.696931753349523,0.535095672707005,0,0.930601384847981,0.388179487137829,0.68895775407369,0,0,0.48970050005442,0.529457086174454,0.646913606850803,1
"RM107JU",0.59027505581589,0.648674807068222,0.872248367125361,0.680695115401644,0.620264112522141,0.354818276690563,0.869190749333675,0.813764879894117,0,0.430626399378576,0,0.543180950539786,0.630532948870174,0,1,0.948679109019711,0.79268754492734,0.556718843322457,0.687154092750449,0.436857414490865,0.69510721644429,0.655513901915821,0,0.960120367552109,0,0.687154092750449,0,0.427424614774864,0.539209449561924,0,0,4
"RM107JX",0.558199691292389,0.717170114774967,0.828214301130592,0.711310187368933,0.646603297194145,0.297270403746225,0.858828234326153,0.736346012097346,0.456533806776456,0.457737334197267,0.473034450854115,0.531403270511994,0.560090295298337,0.167574211196025,0.814908804676277,0.927006643603173,0.719738204309745,0.685367574768106,0.618186872070711,0.65752371425105,0.673215679700783,0.610185794526565,0.339916633582768,0.951550304777327,0,0.719738204309745,0,0.262691631881214,0.700073715910244,0.394212818935904,0,3
"RM107LA",0.462571332764943,0.85566561499454,0.841445063925188,0.64914602904509,0.502119125110902,0,0.800716710275043,0.815638305972672,0.631765611156398,0.529180876927263,0.568845517099805,0.393843966398039,0.301171637083239,0.361627998450606,0.970907570290435,0.889072726289051,0.661991325345404,0.79268754492734,0,0.676600759079121,0.724503244877544,0.606546593606002,0,0.923479112156337,0,0.79268754492734,0,0,0.5752355223002,0.467254873421173,0,3
"RM107LB",0.509789986314134,0.879230448565953,0.818466629951564,0.608895746192723,0.601743164971955,0,0.827085632764784,0.885831707675842,0,0,0,0.519275209569512,0.668569706330584,0,0.923479112156337,0.923479112156337,0.661991325345404,0.716213784220562,0.716213784220562,0,0.767071669084231,0.606546593606002,0,0.96559101975296,0,0.661991325345404,0,0,0.738848424698521,0.467254873421173,0.619970815825954,1
"RM107LD",0.632770023224594,0.768041157073396,0.796530367450622,0.699538898512818,0.679901785908221,0,0.788541191018001,0.823262688520979,0.52778950321057,0,0,0.24415234145457,0.814791401818448,0,0.929286268367683,0.869190749333675,0.607826330621298,0.834787994601473,0.767498049906843,0,0.537827701973378,0.417190933984116,0.521259830885074,0.923479112156337,0,0.767498049906843,0,0.402835819377412,0.50818991916208,0.678357149877544,0.47789815926988,3
"RM107LH",0.608898529518475,0.780766655045721,0.811887113919281,0.765739880987648,0.630079380639798,0,0.717126853255178,0.807793668838493,0.608717787949917,0.506263108608281,0,0.223169759333169,0.806081773269947,0.543692474866652,0.941465948856505,0.905492662257389,0.707442978434872,0.73262092147939,0.678386638660174,0.352624906644657,0.686238287811993,0.567516694271169,0.61097084019131,0.939899793948084,0,0.707442978434872,0,0.345010888869248,0,0,0,3
"RM107LJ",0.470224495584536,0.674584207197089,0.786446599476302,0.78405613579111,0.65417505661207,0.17073188693905,0.858988349902428,0.748824270455374,0,0.418277523176078,0.138199619938067,0.402565495716229,0.768218569765221,0.2849682609686,0.869190749333675,0.928026743031951,0.691696116149904,0.768154147352301,0.713900318254916,0.573628712722546,0.674245921747148,0,0.39670184400613,0.941047034831529,0.603181102479055,0.603181102479055,0,0.507327476627778,0.544827394635434,0.519869683972401,0.455982033927142,2
"RM107LL",0.622125768293794,0.80805976530258,0.773412465678558,0.599554385120572,0.679599693777345,0.388440046287003,0.75917041134154,0.871217437116942,0.541467877401039,0.647240954893438,0.582180622603199,0,0.523660533085017,0,1,0.840103429023699,0.502822246145097,0.805703670543383,0.709357015195404,0.646927044044115,0,0.655513901915821,0,0.954486413706198,0,0.709357015195404,0,0.632958337013139,0.634325907304608,0,0,3
"RM107LP",0.538314979051275,0.609464807385964,0.679566840156341,0.766054246387852,0.746217801546655,0,0.934920086643249,0.299232463707719,0,0.520536984743464,0,0.656591826632299,0.602586340293487,0,0.840103429023699,0.960812933207764,0.814908804676277,0.684185927714699,0.780512502426345,0.621240401408687,0,0,0,0.960812933207764,0.607826330621298,0.47789815926988,0,0,0.863121834186776,0.622853082018339,0,6
"RM107LR",0.665683893657763,0.615517437136065,0.851540758613124,0.402364910510383,0.689666781721686,0.435591931131637,0.912374983274328,0.772773849380427,0,0,0.486167692010243,0.459569804728009,0.484568768314557,0,0.903596039974303,0.936499339591827,0.632958337013139,0.763608734257113,0.632958337013139,0.725011758558752,0.717567115585493,0,0,0.954486413706198,0.632958337013139,0.502822246145097,0,0.502822246145097,0.634325907304608,0.515253074671398,0.696350596921783,1
"RM107LS",0.486476737197201,0.764053542278746,0.738102573841667,0.832039731119208,0.65886443681953,0,0.822426683884083,0.713873750759501,0.469173865010588,0,0,0.593363851872319,0.822909594300274,0,0.79268754492734,0.929286268367683,0.607826330621298,0.684185927714699,0.738423925006285,0.488444855611673,0.746970445904617,0.629486312721515,0,0.891416956231948,0.780512502426345,0.607826330621298,0,0,0.766791826755665,0.799808420923746,0,6
"RM107LT",0.467127609748408,0.821004996525179,0.764265152299208,0.810935588079373,0.740221220641106,0.378212295010336,0.896474022945462,0.444155633612662,0,0,0.306145479695846,0.39903161225249,0.73160714770248,0,0.869190749333675,0.899859055655341,0,0.769076539140413,0.672761002972591,0.743035374319481,0.680547540998751,0,0.60378023170772,0.857750994949394,0.80347094091253,0.672761002972591,0,0.466608570146064,0,0.853137549908959,0.661991325345404,2
"RM107LU",0.745681563159553,0.807056954071322,0.909985126107324,0,0.416338848130407,0.524585805064425,0.869190749333675,0,0.660316805945878,0.721055232663132,0,0.967299968198248,0,0,0.79268754492734,0.738423925006285,0,0.911299685444684,0,0.754720143682779,0,0.629486312721515,0,0.911299685444684,0.814908804676277,0,0,0.607826330621298,0.766791826755665,0.756679324925131,0.661991325345404,1
"RM107LX",0.680299536437674,0.316252291467826,0.853923227535129,0.883571072218494,0.48994672664184,0.359268392203501,0.887525935208693,0.749889710511232,0,0.434657987511712,0,0,0.691427058587108,0.348039488352082,0,0.96559101975296,0.585675943847704,0.585675943847704,0,0.598601179516934,0.917557053515802,0,0,0.62765476423684,0.952570429384573,0.531674104170656,0,0.329485755776394,0.5752355223002,0.855425717964474,0,6
"RM107NA",0.637419012472296,0.57639155451106,0.859758988227236,0.761384186265894,0.610781393547928,0.283748693173857,0.852281208563115,0.772773849380427,0,0.364340631011583,0.229681533178095,0.299368106234111,0.770067336361164,0,0.957886924859061,0.954486413706198,0.59864855694385,0.632958337013139,0.427424614774864,0.611860084176316,0.879250765880069,0.442655954779093,0,0.687154092750449,0.859984111854469,0.79268754492734,0,0.427424614774864,0.3814556506906,0.838099806648158,0,6
"RM107NB",0.529749748201158,0.312334999385349,0.927505467015686,0.813751511696017,0.620264112522141,0,0.932686696727609,0.673842294050359,0,0,0.287209096466092,0.374349831754189,0.494105444913285,0.498749394935961,1,0.977771086225012,0.62765476423684,0.585675943847704,0.329485755776394,0.641506427143428,0.908676570941311,0,0,0.62765476423684,0.959192975977383,0.455982033927142,0,0.661991325345404,0,0.600155090873846,0,6
"RM107ND",0.59453761651898,0.875334432298908,0.865430466313511,0.57024138417899,0.588769333666983,0,0.85726901367279,0.83178470323331,0,0,0,0,0.735608328222903,0.348039488352082,0.696350596921783,0.821770418445534,0.455982033927142,0.758295158465518,0,0.676600759079121,0.669653215087845,0.741736169422744,0.757850540489023,0.923479112156337,0.716213784220562,0.585675943847704,0,0.661991325345404,0,0.678357149877544,0.827085632764784,2
"RM107NH",0.285622818512875,0.57639155451106,0.617675522936168,0.604843769850885,0.898325963025021,0.654791356950316,0.954486413706198,0.701673303003406,0.275463863840588,0,0,0,0.393645773814156,0,0.869190749333675,0.982831084954897,0,0,0.410655465781354,0.912019077080062,0.784502098327318,0.425289234655908,0.370928548969408,0.410655465781354,0.973623093614265,0.539651858332099,0,0.539651858332099,0,0.960490565942538,0.869190749333675,8
"RM107NJ",0.69834873865936,0.860417405034431,0.817063968090946,0.704508299908429,0.562000792143248,0,0.804863294974741,0.952221608231737,0,0,0.437134509673686,0,0.305138618750832,0,0.914700039627276,0.869190749333675,0,0.79268754492734,0,0.732019849072372,0.767071669084231,0.6855814851248,0,0.869190749333675,0,0.869190749333675,0,0.585675943847704,0.738848424698521,0.678357149877544,0,5
"RM107NL",0.687091001816502,0.630624782886381,0.780903816667899,0.857587544838898,0.611895015576981,0,0.887766786857996,0.653301866326704,0.201590391454173,0.571950119670626,0.312313345121529,0.57834686928171,0.551685930614384,0.23409651719845,0.716213784220562,0.929667132983305,0.696350596921783,0.489935362802953,0.543773540735907,0.500747707228977,0.801862113138292,0.741736169422744,0,0.864950128663179,0,0.873338198837186,0,0.489935362802953,0.366391301045217,0.557216771805832,0.585675943847704,3
"RM107NN",0.745681563159553,0.856521833675954,0.797327412661944,0.761384186265894,0.441751858245821,0,0.59864855694385,0.800269117515048,0.328487560880438,0.465560111216915,0.72432721055753,0.587245426915631,0.802270595444465,0,0.930601384847981,0.814908804676277,0.607826330621298,0.738423925006285,0,0.621240401408687,0.614861314539468,0.843948201677316,0,0.607826330621298,0,0.974798959559179,0,0.607826330621298,0,0.756679324925131,0,5
"RM107NS",0.637419012472296,0.815533090495544,0.813155535428251,0.817911071082012,0.451075251338104,0,0.842188394775032,0.606072600833578,0.393445305533186,0,0,0.497589996806374,0.822655334472066,0.670723423842102,0.79268754492734,0.90071488991941,0.783911575167514,0.62420068671738,0,0.637976121862818,0.631425187486011,0.746124460913215,0,0.927720133684811,0,0.783911575167514,0,0,0,0.63963224680063,0.696350596921783,5
"RM107NT",0.285622818512875,0.84646476420956,0.83854854100107,0.761384186265894,0.65417505661207,0,0.840103429023699,0.481138439007248,0,0,0.574070826504863,0.514772952779558,0.865389530080479,0,0.758295158465518,0.899859055655341,0.596422873558408,0.832555030146161,0.72699145784841,0.476906117446365,0.680547540998751,0,0,0.963357567348461,0,0.672761002972591,0,0.466608570146064,0.588641228352887,0.478144120072218,0,4
"RM107NU",0.442602889195862,0.755988667345675,0.777085391754407,0.753809574624698,0.673654609946245,0.151851328837558,0.890310159619164,0.616392305645671,0,0,0.532599399543958,0.439536411022712,0.753775005691708,0.14710522812781,0.856171945418371,0.932686696727609,0.696350596921783,0.711440299843522,0.642145488287733,0.711718302678132,0.649577682247827,0.550620390304253,0,0.913799250973473,0.72541348528345,0.619970815825954,0,0.362169210610722,0.456887726984431,0.609555115906657,0.619970815825954,1
"RM107PA",0.754714119533111,0.705938863408163,0.657151266119028,0.805953704923681,0.7359383411188,0,0.860802754579592,0.902681945292619,0,0,0,0,0.566974679955702,0,0,0.914700039627276,0.678386638660174,0.547989023548127,0.547989023548127,0.771492634238783,0.554331450280536,0.78173288877794,0,0.809103143579341,0.809103143579341,0.678386638660174,0,0,0,0.829105883145926,0.869190749333675,1
"RM107PB",0.712978167670949,0.787693501521762,0.830951423702054,0.796307903837165,0.312510737094546,0,0.805703670543383,0.75974108511819,0.328487560880438,0,0.45054709301708,0.587245426915631,0.802270595444465,0.3814556506906,0.851206032569855,0.846965593982377,0.758295158465518,0.661991325345404,0,0.4660450650476,0.592454559117654,0.820935084017397,0,0.661991325345404,0.96559101975296,0,0,0.585675943847704,0,0.890678981496131,0.754834257249519,7
"RM107PD",0.617266867447905,0.825862261666624,0.88710015427847,0.659174786678213,0.432880132608084,0,0.851206032569855,0.839591091645745,0,0,0,0,0.756927848345103,0,0.696350596921783,0.914700039627276,0.678386638660174,0,0,0.560082549580592,0.818467705982229,0.837935654979833,0,0.547989023548127,0.982012311839649,0,0,0.678386638660174,0,0.872249644527261,0.903596039974303,7
"RM107PH",0.762016170304166,0.818832795754741,0.872248367125361,0,0.408604619579534,0,0.92158244462301,0.503698197576375,0,0,0,0.374349831754189,0.767722642839471,0,0.77758778951602,0.869190749333675,0.661991325345404,0.758295158465518,0,0.598601179516934,0.724503244877544,0.741736169422744,0,0.455982033927142,0.96559101975296,0.585675943847704,0,0.455982033927142,0.5752355223002,0.911052482937926,0.77758778951602,7
"RM107PJ",0.712978167670949,0.748313099484617,0.872752325720322,0.734717135686143,0.365212127522135,0,0.927919729684555,0.514986279942239,0,0,0,0.485496886403943,0.704717084260854,0.539209449561924,0,0.903596039974303,0.696350596921783,0.661991325345404,0.362169210610722,0.37016189401945,0.801862113138292,0.751263703207433,0,0.362169210610722,0.986979102510804,0.362169210610722,0,0.362169210610722,0.618068703032115,0.863009071669403,0,7
"RM107PL",0.659718241905108,0.798235571559476,0.845869600106736,0.745761525701253,0.300169142460922,0.540036215122813,0.827085632764784,0.745810849537198,0,0,0,0,0.832821679664207,0.618068703032115,0.79268754492734,0.891416956231948,0.738423925006285,0.814908804676277,0.47789815926988,0.621240401408687,0.614861314539468,0.494928131572876,0,0.911299685444684,0.607826330621298,0.738423925006285,0,0,0,0.701100449720702,0,6
"RM107PP",0.737019081945083,0.687956412685495,0.901765578687631,0.630350427858899,0.408604619579534,0,0.89057638324359,0,0,0,0,0,0.887855437541712,0,0.869190749333675,0.898279876740151,0.661991325345404,0.738423925006285,0,0.543407577549272,0.801862113138292,0.6855814851248,0,0.531674104170656,0.96559101975296,0.531674104170656,0,0.531674104170656,0,0.812284456204576,0.738423925006285,7
"RM107PT",0.640699076960994,0.801585829237924,0.800166053252029,0.646487505029494,0.404119665555483,0,0.87211640666451,0.535384398905086,0,0.147596622293306,0.244495628340444,0.481604639090579,0.820030209165461,0.57154607948163,0.73262092147939,0.878397566562496,0.671184144937023,0.787911309657049,0.436445624254457,0.523244119434457,0.726872618092315,0.665028438698634,0,0.31089556557587,0.995221805642331,0,0,0.51194602349404,0,0.870306341493967,0.707442978434872,7
"RM107PU",0.355205763018808,0.829162281832782,0.874678964216857,0.778170949545781,0.325910049799734,0,0.77758778951602,0.815239456366429,0.342571901114386,0.480492141162453,0.332398885893563,0.433250438584997,0.759952417065346,0,0.923479112156337,0.923479112156337,0.661991325345404,0.585675943847704,0,0,0.879250765880069,0.6855814851248,0.590029750231346,0.661991325345404,0.952570429384573,0.455982033927142,0,0.661991325345404,0,0.777041817268854,0.716213784220562,7
"RM107PX",0.684668923887692,0.894711437367508,0.852064336260296,0.57486264077143,0.493917272454993,0,0.869190749333675,0.511842215304896,0,0.520536984743464,0,0.656591826632299,0.718826575702283,0.602883396273983,0.885610112819829,0.898279876740151,0,0.79268754492734,0.531674104170656,0.543407577549272,0.844449833553234,0.550620390304253,0,0,0.983578519599171,0.531674104170656,0,0,0,0.920487253605416,0.754834257249519,7
"RM107QA",0.739867318127063,0.920052616794826,0.871387364185051,0.390494268284816,0,0,0.841795703821742,0.734592562840715,0.572011559362608,0,0,0.723422610445765,0.720602509278119,0.409528283788195,0.814908804676277,0.661991325345404,0,0.834787994601473,0,0,0.669653215087845,0.864535789505424,0,0.531674104170656,0.945707051341253,0.661991325345404,0,0,0.670723423842102,0.756679324925131,0.738423925006285,7
"RM107QB",0.723326776574317,0.736099564118379,0.787965389580539,0.680695115401644,0.451075251338104,0.568353577693811,0.887176153562039,0,0,0.475385989351754,0,0,0.868961358499004,0,0.923479112156337,0.923479112156337,0.531674104170656,0.531674104170656,0,0.676600759079121,0.844449833553234,0.764737771893535,0,0.661991325345404,0.923479112156337,0.661991325345404,0,0.531674104170656,0,0.890678981496131,0.923479112156337,7
"RM107QD",0.806758931312808,0.821004996525179,0.876903667376009,0.548499781978979,0.471266520109336,0,0.846965593982377,0.352888404938928,0,0.637930872788947,0,0,0.877053694455664,0,0.827085632764784,0.738423925006285,0.531674104170656,0.834787994601473,0.531674104170656,0,0.537827701973378,0.764737771893535,0,0.738423925006285,0.869190749333675,0.738423925006285,0,0.531674104170656,0,0.812284456204576,0.772811936598714,7
"RM107QH",0.630483677752766,0.901576961401448,0.818060410330339,0.788877347221103,0.368191161323534,0,0.886621947598753,0,0.666806382624443,0,0,0,0.805441459194342,0,0.547989023548127,0.754834257249519,0.547989023548127,0.809103143579341,0,0.560082549580592,0.554331450280536,0.837935654979833,0,0.678386638660174,0.962128088920799,0,0,0.754834257249519,0,0.872249644527261,0.547989023548127,7
"RM107QJ",0.644591854454712,0.655974309903928,0.749888892980666,0.80399130983372,0.647347283480384,0,0.893573651651264,0.768818287922265,0,0.401167158294412,0,0,0.658064497615785,0.464629845630108,0.894388811693048,0.939899793948084,0.783911575167514,0.678386638660174,0.547989023548127,0.693357899255128,0.631425187486011,0.433766072123466,0.541969661803267,0.831325825293795,0.851206032569855,0.62420068671738,0,0.62420068671738,0.528380478028484,0.738262152261701,0.632958337013139,2
"RM107QL",0.634791267713733,0.808651840333335,0.804646744188975,0.749915926381857,0.55654107312385,0,0.876053392097357,0.60357408091342,0.33538092249984,0.415313728852991,0.567621749541172,0,0.741153974427399,0.247127034743856,0.716213784220562,0.869190749333675,0.592771363407106,0.819685588248069,0.516683576274553,0.661190291618229,0.65440098703058,0.613894859501451,0,0.908373832369467,0.723329892166131,0.646913606850803,0,0,0.48970050005442,0.607425924199329,0.661991325345404,1
"RM107QP",0.606350807374405,0.860028204468824,0.800591457362491,0.682314578344206,0.612174428651036,0.371684125206567,0.838284750659391,0.607514527028352,0.237916429228597,0.365732120273784,0,0.562381714659039,0.851842993421208,0.360067168648142,0.801264346500879,0.873737991863324,0.561242692526997,0.822426683884083,0.637495627555992,0.72965532741094,0.436876445957999,0.525406167051527,0.39670184400613,0.864531263414594,0.79723367844516,0.666531484191525,0,0.431877889862721,0.386755061664,0.653255866672637,0,6
"RM107QR",0.47179127459623,0.71552920918316,0.44694098365416,0.503822461870365,0.780136249249977,0.713608992191277,0.885610112819829,0.44858995299823,0,0,0,0,0.873416233924647,0,1,0.984893696513649,0.646913606850803,0,0.516683576274553,0.902665883095061,0.65440098703058,0.535095672707005,0,0.646913606850803,0.968472371796271,0,0,0,0,0.973983076363155,0.79268754492734,8
"RM107QS",0.61567203204041,0.831318431918566,0.814839868265221,0.761384186265894,0.431442574215488,0.17073188693905,0.826374976181839,0.763252964222977,0.142429197402993,0.319148397531355,0,0.573540719649366,0.785974104866539,0.526625771047367,0.80347094091253,0.8458653562318,0.657558382362833,0.774268579452416,0.594223407775901,0.432417433098243,0.601100951421025,0.750613838600904,0,0.75917041134154,0.881917119496397,0.682719240717576,0,0.628528330561844,0.628778700016739,0.821073294438151,0.80347094091253,1
"RM107QT",0.574049679865885,0.808651840333335,0.764265152299208,0.787755584550504,0.582436647183748,0.255100169417063,0.86684661898489,0.648495858960811,0.212811520090624,0.336265063237403,0,0.523865945831779,0.783016601995843,0.247127034743856,0.859984111854469,0.912692417218293,0.716213784220562,0.770468649361776,0.585675943847704,0.598601179516934,0.68973636442702,0.394881543218444,0.493385329522813,0.846965593982377,0.716213784220562,0.79268754492734,0,0.585675943847704,0.481014334636569,0.65562350093854,0.427424614774864,2
"RM107QU",0.635913409245762,0.724032114958266,0.813407287448531,0.770823095696628,0.475309660504638,0.433941446821454,0.784484095827286,0.744373904447155,0.307414680298892,0.236137635626273,0.298285693912057,0.558774119367304,0.836994609768652,0,0.851206032569855,0.884925152178788,0.6922076268162,0.800716710275043,0.615834430886337,0.496555834837711,0.652318821279038,0.503146770273742,0,0.9373180821413,0.615834430886337,0.64485526436189,0,0.286658010268799,0.518054646385287,0.497844846248811,0.418840623915933,1
"RM107QX",0.631009083428161,0.836562022394306,0.833477718980602,0.759687740106282,0.48509887038059,0.169628126109917,0.89047576571295,0.641769656047805,0,0.484223205399105,0.360836066682216,0.308739361361852,0.692531760940568,0.368006648342932,0.780512502426345,0.869190749333675,0.646913606850803,0.706924330741801,0.4629964691846,0.528086224889238,0.71510627523415,0.779212453519141,0,0.819685588248069,0.85408690237576,0.646913606850803,0,0.558515183469757,0.584084450610409,0.685643668983729,0.76063826431819,1
"RM107RE",0.586098193210942,0.837816686120291,0.813850789967552,0.827408148595162,0.169207093189103,0,0.661991325345404,0.714860548679328,0,0.369974020370423,0.234428363605052,0.66156508984864,0.897005515910695,0.428502105463239,0.884295080718885,0.85248098961103,0.728582770905064,0.845359711008919,0.365209663600765,0,0.691024523645071,0.553882560706272,0,0.90145156499879,0,0.830256804917552,0,0.365209663600765,0.554515038723126,0.450423946686474,0,5
"RM107RS",0.533987525031283,0.77983647269369,0.841718763997887,0.685259481359561,0,0.359268392203501,0.919587910338113,0.610136589372174,0.299711493097219,0.620501105646911,0.290811260558545,0,0.598516755470225,0,0.911299685444684,0.934265945938889,0.87997669151938,0.672761002972591,0,0.476906117446365,0.603325873827619,0.617676491762526,0,0.832555030146161,0.769076539140413,0.769076539140413,0,0.466608570146064,0.848708936172647,0.689393076694963,0.869190749333675,1
"RM107RT",0.696339265246239,0.78564559317065,0.812932020226653,0.800544154279195,0.5303187373461,0,0.88620259890812,0.712782957726711,0,0.558900309598414,0,0.528548383224754,0.675898100863512,0.331393666473331,0.79268754492734,0.832555030146161,0.596422873558408,0.832555030146161,0.596422873558408,0.476906117446365,0.603325873827619,0.696734941823208,0,0.769076539140413,0.832555030146161,0.769076539140413,0,0.466608570146064,0,0.744964223019168,0.531674104170656,1
"RM107RU",0.582003724315044,0.718823660981324,0.848943120556181,0.727644376379628,0.56931813515868,0.298847717206893,0.934749222482595,0.647874958547503,0.377780158539154,0,0,0.579319647002865,0.578743530956834,0,0.908373832369467,0.91981459646597,0.799807503961246,0.723329892166131,0.516683576274553,0.661190291618229,0.522663673658881,0.613894859501451,0,0.869190749333675,0.799807503961246,0.646913606850803,0,0.68895775407369,0.48970050005442,0.529457086174454,0.516683576274553,1
"RM107RX",0.365668072583907,0.823906211529469,0.828848011161245,0.835586572524133,0.466008780261344,0,0.88390235205927,0.769795550903965,0.489833050218064,0.166422717135121,0.396663457487036,0,0.573950286388911,0.192749979087487,0.877221837947361,0.895564575998912,0.696350596921783,0.772811936598714,0.436445624254457,0.523244119434457,0.746970445904617,0.629486312721515,0,0.869190749333675,0.772811936598714,0.696350596921783,0,0.436445624254457,0,0.6580206817881,0.539651858332099,1
"RM107SA",0.605767267344079,0.823848948290043,0.852427613111369,0.720412481140943,0.505076279905201,0,0.840934651262248,0.781285522883377,0.348807879061706,0.349727416324478,0.445322903535908,0.161153140317443,0.716628888071591,0.342314366185176,0.80347094091253,0.872717977925692,0.665513029740276,0.816091702736985,0.262691631881214,0.602192708983115,0.711473676652711,0.531404096293694,0.497795323977473,0.872717977925692,0.734831729544361,0.719738204309745,0,0.513119023241128,0.579616980542662,0.603755943606699,0.542389427863005,2
"RM107SB",0.529749748201158,0.775472150317142,0.721879091569875,0.878988291057691,0.676233188500824,0,0.784986482115879,0.606072600833578,0,0.653693298215799,0,0.777470681694473,0.79826701776895,0,0.851206032569855,0.911299685444684,0.684185927714699,0.780512502426345,0.780512502426345,0.621240401408687,0,0.494928131572876,0,0.945707051341253,0.47789815926988,0.684185927714699,0,0.607826330621298,0.863121834186776,0.48971281169718,0.547989023548127,1
"RM107SS",0.636247053652362,0.764734343769545,0.841370904333578,0.703255588289823,0.604231441341741,0,0.888027252494825,0.662889220449235,0.422795293826316,0.262943975750034,0.104976710346595,0.136827190851163,0.700902254834778,0.22707225505336,0.806668709527702,0.930292768987238,0.714822294107359,0.738423925006285,0.571324101029468,0.670852669048454,0.709937831702053,0.428071177236746,0.287776728828232,0.851760196700869,0.811172645777226,0.672761002972591,0,0.339668281975851,0.641163025593978,0.744964223019168,0.516683576274553,2
"RM107ST",0.573184463249888,0.803484969729276,0.826848480445687,0.755745770127966,0.503169936208724,0.1838334315587,0.831669195751582,0.544996919768464,0.47081381724146,0.503195924788954,0.486969256320316,0.423169246026664,0.751662493005594,0.546731786520631,0.720451079075819,0.903596039974303,0.671184144937023,0.772811936598714,0.436445624254457,0.621240401408687,0.746970445904617,0.530189296525373,0.402291360747063,0.887176153562039,0.696350596921783,0.738423925006285,0,0.51194602349404,0.766791826755665,0.713565855257875,0.809103143579341,2
"RM107TB",0.598889384060389,0.807056954071322,0.811670107070605,0.749271777769236,0.592772641381921,0,0.891416956231948,0.773299080522424,0,0,0.640708037989134,0.236110408589174,0.466486710274364,0.216796858035815,0.661991325345404,0.882209912961555,0.738423925006285,0.674991082425794,0.674991082425794,0,0.58554013525595,0.734635058408982,0.484821403180368,0.805703670543383,0.785826780138055,0.785826780138055,0,0.57884063190851,0.472665137599292,0.782486755883063,0.455982033927142,2
"RM107TD",0,0.615517437136065,0.782132076731854,0.802692453783319,0.705255804468078,0.283748693173857,0.820223890169735,0.745810849537198,0,0,0.832708416259106,0,0.564140427448621,0,1,0.969738988525392,0.79268754492734,0.585675943847704,0.716213784220562,0.696892267850274,0.592454559117654,0,0.493385329522813,0.985475290918618,0,0.509622239791398,0,0,0.738848424698521,0,0,4
"RM107TH",0.414868293210222,0.699223923856526,0.845869600106736,0.788355835479955,0.611895015576981,0,0.79268754492734,0.77393116980097,0.570446292910314,0,0.751502448716897,0.57834686928171,0.521391547073104,0,0.709357015195404,0.923479112156337,0.745282601341134,0.745282601341134,0.639806141045681,0.520869052334714,0.68973636442702,0,0.659438882419878,0.969738988525392,0,0.639806141045681,0,0,0.481014334636569,0,0.502822246145097,3
"RM107TJ",0.627100328108477,0.725568215425498,0.836047859601589,0.734717135686143,0.693240087820137,0,0.817880082600877,0.828769206236355,0.383883261385055,0.255375717449429,0.707042427779584,0,0.449065319474975,0,0.952570429384573,0.911299685444684,0.607826330621298,0.79268754492734,0.661991325345404,0.676600759079121,0.669653215087845,0.417190933984116,0,0.955910745792855,0,0.704046038213379,0,0,0,0.412794772135217,0.585675943847704,3
"RM107TL",0.525598137994659,0.731824883412243,0.775765908858345,0.809262725279625,0.659816092213432,0,0.895081324349594,0.544341253084488,0.241603006518598,0,0.766319665876932,0.641080881881937,0.434269364025118,0,0.911299685444684,0.927216213693982,0.730725666487118,0.654301062231417,0.524026589664096,0.711718302678132,0.661873944843683,0.542700355475722,0.678077763615341,0.957886924859061,0,0.654301062231417,0,0.395352433405783,0.661075846362806,0.405126381047919,0.607826330621298,3
