"RM2018_01_PCT","RM2018_02_PCT","RM2018_03_PCT","RM2018_04_PCT","RM2018_05_PCT","RM2018_06_PCT","RM2018_07_PCT","RM2018_08_PCT","RM2018_09_PCT","RM2018_10_PCT","RM2018_11_PCT","RM2018_12_PCT","RM2018_13_PCT","RM2018_14_PCT","RM2018_15_PCT","RM2018_17_PCT","RM2018_18_PCT","RM2018_21_PCT","RM2018_22_PCT","RM2018_23_PCT","RM2018_24_PCT","RM2018_25_PCT","RM2018_26_PCT","RM2018_27_PCT","RM2018_28_PCT","RM2018_29_PCT","RM2018_30_PCT","RM2018_31_PCT","RM2018_32_RATIO","RM2018_33_PCT","RM2018_34_PCT","RM2018_35_PCT","RM2018_36_PCT","RM2018_40_PCT","RM2018_41_PCT","RM2018_42_PCT","RM2018_43_PCT"
2.48145249748863,3.29257815204816,4.3821828480655,3.24508787336837,2.62628660246338,0,0,2.71246530518434,3.88712570791889,3.42288119005599,3.97300176433266,3.1952368866741,1.6472311463711,2.82932654196708,0.307625067388619,5.06878249071345,4.85654510260764,4.00951594656964,4.08093108914184,3.01832737951884,2.79652205501186,3.60446187277893,1.83763157036893,1.46174148900381,4.26889389176796,3.27971693729568,4.60527017099142,0,5.35170356261645,2.71048486380325,3.80021979218506,2.46863431857454,4.380350240635,3.27971693729568,2.79652205501186,3.48687518402727,0
2.86381756866753,3.55452268542062,4.2920626069311,2.93934576966521,2.69329530080442,0,0,3.21357374779528,3.88683118786908,2.27805221201349,4.13588188788767,3.26747545846187,1.36926391107122,2.23032571843632,0.44494290165445,5.07930254250709,4.62296627112251,3.35362997266314,4.3176658439254,3.14661833021583,2.66412440912204,3.57633384842594,2.53206806370692,2.20157075008347,4.81399086185818,0,4.29357706539604,0,5.18168312537181,2.91819746959945,4.09785145717264,3.063668421254,3.78499962068152,2.98029548558675,3.06689584297766,2.98029548558675,3.26833540081534
3.31053136570092,3.95619187580272,4.26490741922732,3.13241053932532,1.43917671255693,0,0,3.11051693444167,3.99355303397511,2.20447950826927,3.17481521012649,3.23524059124025,1.88990617905399,3.845616978705,0.690159432384433,4.96435997777421,4.39560173142218,3.24705752957858,4.03908499745497,1.45565740440692,1.45565740440692,3.85689987523804,3.85689987523804,0.63262547667367,3.79811512203984,0.63262547667367,5.02853579385021,0,4.30733559535438,2.31790178361444,4.10011371036194,2.85720562053828,4.12712793680886,3.13620788363738,3.01158023450075,3.39327703579847,3.61264661710524
3.43253447971046,3.63578454175896,4.45198627347295,3.02031092125407,1.44140275590921,0,0,3.04429673222558,3.95868071824785,3.06772316023845,2.80453470922192,2.89096241511307,1.96331988808743,3.85867796565454,1.19268648615102,5.0213740842223,4.65346308512745,3.30311631507062,3.9487623810382,1.63570707273266,1.63570707273266,4.21827103858052,3.73764863390649,0,3.64539026401355,2.41594892831346,4.98145277253165,1.37534847455544,4.58160288448113,2.31243834127275,3.75294284969583,2.5795018662921,4.44567762294648,3.34745321084933,0.583589150996021,4.03967234985507,2.78444291687759
3.04181737388847,3.45547605369487,4.29655658535483,3.09714787323148,2.4868605046464,0,0,2.8884871007479,3.59581384513508,2.8884871007479,4.01711055736171,3.61205029322149,1.7143762011137,2.70752173092983,0.294243162828659,5.07521287544521,4.62724477840511,3.57188649717037,4.23270555213305,1.91889647209853,2.59584528914968,3.84348900166254,2.41594892831346,2.88109838817913,4.71061169180619,0.957800449200672,4.3821828480655,0,5.00036725153581,3.05435784198387,3.83535367317192,3.19846791994473,4.02379836725408,2.41594892831346,2.59584528914968,2.74852511284954,1.53881781772443
3.17536622657887,2.7153850520709,4.16848133578399,3.34476291676267,3.4622851151446,1.09506744671624,0,4.02123865684113,3.82949797804256,2.82573984489464,3.34476291676267,1.70326033123681,1.33573447463463,3.37546041542955,1.33573447463463,5.05719580313927,5.05912801470548,2.8378979543675,3.05980939347426,2.43667609709851,3.64607543609551,4.50856188144309,2.65707616809519,0,3.39520505413601,4.83825658775603,3.78406147550811,0,5.97503510901956,2.10337685382563,3.67956607689428,2.883555117844,3.62834152190229,2.15484574295234,1.49931118048906,4.35705492670766,2.66412440912204
2.55190745413893,3.77278964378426,4.2832770724409,3.38774065514811,1.78586764401366,0,0,3.54994305130873,3.59865655075103,1.45652354702108,2.95400181719271,1.78586764401366,1.16629286050168,4.43851913784708,1.16629286050168,5.01067973557803,4.70572250238167,3.70561344745345,4.22401697379756,1.6243441869004,2.11036769708938,4.04178968487054,2.8871395552119,0.742793702477212,3.12711449828567,5.04005180872917,3.12711449828567,0,4.52681071728647,2.20812827267348,4.18781415894541,2.67598628582573,3.8243924744372,2.28823692063016,1.26269180864983,4.19993000198037,3.35362997266314
3.0370222182781,3.89080126027439,4.18141943820329,3.29392477644517,1.83666214598918,0,0,3.42144778007122,3.95137824350341,2.69102006228865,3.12122209796338,2.4601203057062,1.62717000548263,3.812910102886,1.21077106767127,4.9908789035932,4.48269562768772,3.74552713085019,4.18052082002921,1.40869552496508,2.27400900264807,3.48807414119117,3.42756977006756,1.40869552496508,4.18052082002921,2.73756648179065,4.74834613227877,0,4.21649080973556,2.55989473785111,3.94348926578857,3.23091029530001,4.05892469329942,3.2943605426691,1.78131303376331,3.5991136368721,3.02707068897882
3.25598964352282,3.66062965825815,4.34659404154944,2.98263580300159,2.29708112389404,0,0,3.47058199331303,3.82029746953246,2.95610776268473,3.35104228600499,2.12931143108281,2.39534387057941,3.74975275543845,1.47561304554011,4.94169343911329,4.71313972968417,3.1818856555273,3.81972248314284,1.39740865883228,2.63873600370125,4.24326176898415,3.49474082049511,1.39740865883228,3.37239424026679,4.78966837030421,3.84709581494512,0,4.81153655250155,2.42418589582698,3.57633384842594,2.66412440912204,4.37421718723093,2.63873600370125,0,3.73280249754011,3.82288901926243
3.00034232845257,3.9102900022855,4.06798837969626,3.20978828348366,1.74372028655802,0,0,3.74339504437688,3.17481521012649,0.414470221582832,3.35362997266314,1.87935467618317,2.2499297912612,4.29539490145687,1.74372028655802,4.80521370643745,4.58520670182978,3.27819182919321,4.19328846721791,1.70119251433087,2.08826765883463,4.06552146809979,3.32685004220675,1.09330302502763,2.99161160161249,4.95391614866824,3.64901046594054,0,4.6270266003393,2.59584528914968,4.20368067049225,2.76333068595926,3.7757894863897,3.22705179864884,0,4.21308224654222,3.41992315791674
