POSTCODE,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Population_3_and_over,Total_Population_school_census,RM2018_01,RM2018_02,RM2018_02a,RM2018_03,RM2018_04,RM2018_05,RM2018_06,RM2018_08,RM2018_09,RM2018_10,RM2018_11,RM2018_12,RM2018_13,RM2018_14,RM2018_15,RM2018_17,RM2018_18,RM2018_21,RM2018_22,RM2018_23,RM2018_24,RM2018_25,RM2018_26,RM2018_27,RM2018_28,RM2018_29,RM2018_30,RM2018_31,RM2018_40,RM2018_41,RM2018_42,RM2018_43
IG117BZ,30,23,26,26,29,1,2,2,2,20,4,0,0,10,12,2,1,3,0,1,0,1,20,2,1,0,0,18,2,0,0,0,23,0,0,0,1,0
IG117DA,62,16,40,39,59,13,8,14,10,19,5,3,1,18,0,8,7,8,0,20,0,8,4,2,7,2,0,0,4,1,4,11,1,0,4,1,7,1
IG117DH,73,29,54,48,70,10,6,10,8,26,5,6,2,26,7,0,8,14,6,11,0,8,19,5,6,3,3,8,3,0,8,13,8,0,3,2,11,4
IG117DL,119,33,90,85,114,23,9,18,24,39,16,9,0,19,26,19,15,6,8,17,4,15,18,7,12,3,3,5,2,1,20,3,10,0,3,1,1,0
IG117DN,52,15,39,38,50,9,5,7,9,16,10,1,1,9,15,7,9,2,2,1,3,7,8,4,7,0,2,2,0,0,8,4,3,0,0,2,5,1
IG117DP,86,27,65,61,82,14,7,14,17,21,17,6,0,22,15,1,11,8,4,14,1,13,17,7,8,3,3,4,2,0,6,16,4,0,1,0,11,3
IG117DS,171,44,107,106,161,43,18,40,27,53,14,5,0,14,24,9,9,15,7,78,0,34,15,7,23,1,2,5,4,1,6,32,6,0,4,0,16,8
IG117DU,60,15,42,42,60,21,0,16,14,14,11,2,0,3,11,6,0,0,3,23,7,15,6,4,6,1,0,1,3,0,1,13,1,0,3,0,5,2
IG117DW,51,20,37,36,45,5,6,8,3,16,5,4,0,18,16,1,5,5,0,5,0,3,13,2,5,2,1,8,2,0,6,10,4,0,1,1,5,3
IG117DX,123,34,67,67,116,45,13,41,15,35,13,2,0,14,23,1,10,0,4,62,2,28,13,5,12,2,0,6,8,0,1,31,2,0,5,0,17,8
IG117DY,102,35,54,54,96,30,14,31,13,28,11,2,0,12,20,2,5,3,5,48,0,24,11,2,12,0,2,7,9,0,1,32,2,0,6,0,9,8
IG117DZ,41,9,27,27,41,10,2,10,8,10,6,1,0,8,13,0,5,0,0,12,0,6,5,3,4,1,0,1,0,0,2,5,2,0,1,1,2,0
IG117EA,112,32,64,62,105,26,12,33,14,33,12,3,0,13,13,5,6,0,7,42,5,17,10,3,15,2,0,5,3,1,3,28,1,0,2,1,17,10
IG117EB,114,34,60,60,108,42,15,36,12,36,7,1,0,10,23,1,5,1,2,69,1,25,15,6,12,0,1,8,6,0,0,33,1,0,4,0,13,10
IG117ED,127,39,82,81,125,40,9,34,18,38,20,4,0,18,28,0,10,5,6,58,0,31,16,5,18,0,3,8,4,1,8,29,2,0,7,0,15,10
IG117EE,150,51,100,98,142,39,11,39,14,49,21,5,0,26,28,5,16,25,6,30,6,29,27,10,16,3,2,12,7,0,4,39,8,0,8,1,23,14
IG117EF,161,42,101,99,158,50,8,46,30,50,22,2,0,34,16,4,7,22,5,62,9,37,12,5,23,1,0,6,5,0,7,31,4,0,4,2,12,12
IG117EG,132,34,82,82,123,34,13,37,21,44,13,1,0,16,39,4,0,0,2,58,1,28,11,4,17,0,1,6,6,0,0,32,2,0,6,0,10,6
IG117EH,116,36,78,75,108,26,13,24,25,28,14,6,0,25,8,0,10,16,6,49,2,21,20,8,12,3,2,7,1,1,0,29,6,0,11,2,12,6
IG117EJ,127,33,71,71,117,38,14,41,14,40,9,3,0,20,19,5,19,14,2,37,3,30,9,4,15,1,0,4,6,2,2,31,0,0,7,0,13,13
IG117EL,109,34,70,70,106,36,6,32,20,24,13,1,0,15,18,0,5,4,2,62,2,29,14,3,17,0,1,10,3,0,0,34,0,0,3,0,15,9
IG117EQ,85,33,62,61,81,18,6,14,19,27,15,2,0,14,12,0,0,5,5,44,4,15,20,11,6,0,1,8,5,1,0,30,3,0,4,0,8,3
IG117FA,142,56,99,99,122,21,24,19,13,73,9,1,0,16,19,5,14,6,2,66,1,10,33,14,14,1,0,18,7,0,0,0,0,56,4,0,2,0
IG117FD,51,26,38,37,48,7,5,8,3,20,10,2,0,14,9,1,1,0,1,24,1,5,18,2,5,2,0,14,1,0,6,0,20,0,1,0,2,0
IG117FE,48,17,28,28,42,10,7,13,2,21,1,0,0,6,6,4,6,5,1,16,3,7,8,3,7,0,0,5,2,0,1,0,16,0,4,0,5,1
IG117FG,36,16,24,24,33,9,4,8,2,18,3,0,0,8,3,3,13,0,0,9,0,7,9,3,3,0,0,6,4,0,6,0,10,0,2,0,0,0
IG117FJ,57,13,26,26,54,22,6,22,9,13,6,1,0,8,15,0,6,1,3,21,0,16,3,0,8,0,0,3,1,1,2,0,11,0,1,0,6,8
IG117FL,47,17,29,29,43,4,7,11,2,25,2,0,0,5,2,25,3,0,2,8,0,4,9,3,5,0,0,6,2,0,3,0,14,0,0,0,1,2
IG117FR,164,70,106,106,144,29,30,27,14,76,13,2,0,41,24,2,7,8,4,66,5,19,38,6,20,1,1,30,12,0,0,70,0,0,7,1,34,9
IG117FS,84,36,59,59,76,13,11,13,8,35,13,1,0,18,21,11,4,3,6,10,1,10,20,7,11,0,1,12,4,0,8,0,27,0,2,0,11,6
IG117FT,155,64,93,91,145,37,24,38,20,60,5,6,0,33,20,3,5,18,6,54,7,21,28,6,12,2,1,19,19,2,0,64,0,0,16,0,28,8
IG117FU,178,84,127,126,153,21,34,17,6,102,15,1,0,18,50,8,26,16,3,48,1,16,49,13,24,1,0,35,11,0,0,0,0,84,3,0,2,0
IG117GF,41,16,25,25,33,5,11,4,6,15,4,0,0,4,12,2,2,5,1,14,0,2,7,3,3,0,0,4,4,0,3,0,12,0,1,0,2,0
IG117GH,195,80,129,129,178,33,30,34,12,87,20,7,0,13,65,13,16,10,8,63,2,23,45,12,16,3,0,30,15,3,21,0,56,0,5,0,8,8
IG117GJ,91,32,52,52,82,16,19,19,3,47,2,0,0,5,42,14,9,4,1,14,0,14,11,5,14,0,0,6,7,0,8,0,24,0,3,0,5,0
IG117GL,37,18,28,28,33,4,7,2,2,18,5,0,0,8,12,0,1,12,0,4,0,3,11,3,5,0,0,8,2,0,15,0,3,0,0,0,0,0
IG117GN,102,46,78,78,98,11,12,12,9,54,10,2,0,12,37,6,6,8,4,23,1,10,30,9,13,1,1,19,1,0,21,0,25,0,2,1,5,0
IG117GP,74,31,48,48,67,14,9,15,6,32,9,1,0,17,20,1,10,1,6,15,2,7,16,4,8,1,0,11,7,0,1,25,5,0,2,0,3,0
IG117GS,169,68,106,106,152,15,33,29,2,104,1,0,0,8,21,109,11,6,3,3,0,13,29,9,23,0,0,20,9,0,8,0,60,0,2,0,1,1
IG117GT,177,63,123,123,167,15,27,26,7,111,5,0,0,12,41,89,9,7,2,7,0,14,26,12,30,0,0,14,6,0,4,0,59,0,3,0,1,0
IG117GU,285,90,181,181,256,26,53,50,12,157,8,3,0,13,46,171,16,8,5,6,0,21,34,15,41,1,1,17,12,1,19,0,71,0,3,0,3,0
IG117GW,174,54,108,108,163,39,17,46,16,78,14,2,0,5,38,44,9,12,4,54,0,27,20,6,25,1,0,13,8,1,17,8,27,0,6,0,6,3
IG117HS,73,21,46,45,64,14,14,12,11,25,7,1,0,8,11,0,8,9,2,31,2,11,10,7,8,0,0,3,2,1,1,19,1,0,1,1,3,5
IG117HT,79,23,45,44,75,25,10,22,11,26,9,1,0,4,27,0,1,6,1,35,3,21,10,5,11,0,1,4,2,0,0,21,2,0,2,1,3,5
IG117HU,72,24,53,53,71,15,2,17,13,20,17,1,0,7,14,0,6,2,2,39,1,10,14,8,7,0,1,5,3,0,0,24,0,0,3,0,6,0
IG117HX,100,24,66,64,95,26,8,25,17,27,17,6,0,17,20,8,4,13,5,30,0,18,9,3,12,4,1,1,3,0,4,15,5,0,1,2,9,7
IG117JA,112,44,81,81,107,25,8,22,9,46,11,7,0,26,27,0,2,14,2,32,5,16,25,7,13,3,1,14,3,3,14,26,4,0,0,1,14,5
IG117JF,74,22,44,44,68,17,9,18,16,25,4,0,0,2,13,3,2,0,2,41,0,12,7,4,9,0,0,3,4,0,2,17,3,0,2,0,5,3
IG117JG,152,36,95,93,148,45,11,42,23,49,14,6,0,5,37,11,15,8,6,57,1,35,12,6,17,2,0,4,4,2,6,22,5,0,2,0,10,6
IG117JH,31,16,25,24,30,4,3,2,6,14,2,1,0,3,4,0,3,0,0,19,1,1,11,4,2,1,0,6,2,0,0,16,0,0,1,0,0,1
IG117JJ,55,17,33,33,52,17,5,16,7,17,5,1,0,9,12,0,0,0,1,30,1,7,8,3,6,0,0,5,2,1,0,17,0,0,3,0,2,2
IG117JL,21,8,15,15,21,6,0,6,1,11,2,0,0,4,1,0,0,7,0,9,0,4,4,0,3,0,0,4,1,0,3,4,0,0,0,1,1,1
IG117JP,151,51,103,101,140,28,17,30,13,50,13,14,0,28,24,0,6,10,11,66,1,18,28,9,15,7,4,8,7,1,12,30,9,0,3,0,11,3
IG117JQ,42,15,30,29,39,9,4,7,11,10,1,2,0,8,13,0,0,2,2,16,0,5,7,1,6,1,0,5,2,0,0,15,0,0,2,0,2,4
IG117JR,36,21,29,24,32,1,5,2,3,10,4,8,0,18,4,2,1,0,2,9,0,0,16,5,2,2,4,5,2,0,4,13,4,0,1,1,7,0
IG117JS,163,51,98,96,149,38,25,37,16,52,18,6,0,21,35,9,12,27,5,48,4,31,23,6,15,3,2,12,10,0,11,29,9,0,8,0,11,5
IG117JT,158,57,102,97,149,35,15,38,18,47,15,15,0,22,38,0,13,11,4,61,4,27,31,9,18,6,7,9,8,0,9,37,11,0,5,1,27,8
IG117JU,73,24,51,46,69,15,6,15,11,18,13,7,0,24,9,2,12,4,3,11,2,11,12,5,11,1,5,1,1,0,13,7,4,0,4,1,1,2
IG117JW,130,44,81,79,123,34,15,31,13,45,12,5,0,21,30,10,2,10,6,41,3,26,22,8,12,2,2,10,8,1,10,29,5,0,1,1,14,9
IG117JX,57,23,40,40,54,13,3,13,13,14,13,1,0,7,14,0,4,4,4,24,0,9,15,7,4,0,1,7,2,0,3,16,3,0,4,0,2,5
IG117JY,121,27,77,75,118,35,11,28,27,35,18,3,0,14,26,0,10,1,6,62,0,27,10,5,13,2,0,3,4,0,2,22,3,0,1,0,14,11
IG117JZ,78,30,47,47,73,17,12,18,9,26,8,2,0,14,9,2,18,0,2,26,2,13,13,2,8,1,0,10,8,0,4,21,5,0,5,0,10,3
IG117LA,107,34,74,74,100,22,8,21,20,26,20,4,0,21,32,3,0,2,3,41,2,11,16,9,11,2,1,4,6,0,5,24,5,0,3,0,14,9
IG117LB,107,36,76,75,102,27,6,22,20,34,12,4,0,27,14,0,1,0,1,56,0,18,21,10,12,0,3,8,2,1,0,35,1,0,2,0,11,5
IG117LD,154,52,95,93,145,43,18,39,18,53,17,7,1,27,28,6,27,11,2,42,4,32,24,6,20,1,5,12,6,2,11,31,10,0,6,2,16,11
IG117LE,121,39,78,76,116,27,12,28,17,38,10,10,0,33,44,0,1,12,6,20,2,25,21,4,13,3,4,10,3,2,10,22,6,0,7,0,16,2
IG117LF,72,27,54,50,71,9,5,11,14,22,5,7,1,18,20,2,6,7,1,16,0,8,18,5,9,2,5,6,0,0,10,13,4,0,1,1,11,0
IG117LJ,43,18,28,28,39,10,6,9,3,17,8,0,0,3,4,0,7,8,1,16,0,7,10,2,6,0,0,8,2,0,3,8,7,0,2,0,3,0
IG117LP,109,46,80,77,105,19,11,16,9,44,10,8,0,34,27,8,6,6,3,19,2,13,30,6,12,2,6,16,4,0,9,27,10,0,2,1,18,7
IG117LR,109,41,72,70,101,25,13,22,10,36,17,3,0,20,28,1,16,5,3,31,3,17,25,10,9,1,1,13,6,1,7,22,12,0,6,1,12,2
IG117LZ,33,20,24,24,31,2,4,5,2,19,1,0,0,8,6,0,0,0,1,17,0,1,13,1,5,0,0,12,0,0,1,0,19,0,3,1,0,0
IG117NL,103,53,63,63,89,12,28,11,14,30,7,6,0,27,17,2,5,11,1,33,2,8,25,3,6,2,4,16,21,0,0,0,53,0,6,0,35,2
IG117NP,41,11,24,24,38,8,6,11,3,18,0,0,0,1,18,0,2,5,6,6,0,7,2,0,8,0,0,2,1,0,1,0,10,0,2,0,2,0
IG117NT,28,13,25,24,28,2,1,2,2,14,5,2,0,9,8,1,2,0,2,5,1,2,10,4,3,1,1,4,0,0,2,6,5,0,0,0,6,1
IG117NU,35,14,17,17,33,12,7,11,3,11,1,0,0,5,5,0,0,0,2,21,0,4,4,1,2,0,0,3,7,0,4,0,10,0,2,0,8,4
IG117NX,62,17,49,48,58,7,5,8,3,32,5,3,0,8,21,3,5,7,1,16,0,7,10,6,5,2,0,2,0,1,3,0,14,0,3,0,1,0
IG117PG,35,10,21,21,29,5,10,4,2,18,1,0,0,3,3,6,8,6,0,7,1,3,3,1,6,0,0,2,1,0,3,0,5,0,1,0,3,0
IG117PJ,45,23,38,37,43,5,2,5,4,18,9,3,0,11,10,1,3,1,4,10,0,4,18,3,4,1,2,12,1,0,3,16,4,0,2,1,7,0
IG117PL,113,48,87,84,108,15,10,14,6,46,16,14,0,32,16,16,12,10,1,19,3,14,34,7,11,6,5,16,3,0,10,27,11,0,2,2,16,1
IG117PN,33,24,30,29,32,0,3,0,3,16,5,3,0,16,6,1,2,0,0,8,0,0,21,4,1,1,2,14,2,0,2,21,1,0,1,1,8,0
IG117PQ,108,24,73,72,98,21,12,22,18,36,9,4,0,15,26,9,10,12,5,23,6,15,11,6,13,2,1,2,0,0,9,6,9,0,1,1,4,5
IG117PS,254,96,174,174,237,26,37,43,9,153,12,0,0,18,55,142,6,5,3,4,0,23,46,15,40,0,0,31,9,0,27,0,69,0,3,1,1,0
IG117PU,26,12,19,18,25,2,4,3,0,9,5,1,0,9,4,0,3,0,0,8,1,2,9,3,1,0,0,6,1,1,5,5,2,0,0,2,3,0
IG117PW,33,33,33,20,33,0,0,0,0,1,1,24,2,21,4,1,2,0,0,5,0,0,33,0,0,0,26,7,0,0,0,33,0,0,3,0,22,0
IG117PX,145,65,104,104,133,16,23,18,5,84,12,0,0,15,20,58,27,1,13,5,0,15,38,10,20,0,0,28,5,0,36,0,28,0,1,0,2,0
IG117PY,150,62,106,105,136,10,27,17,5,95,1,2,0,13,18,75,11,1,11,3,0,10,31,12,20,2,0,17,9,0,27,0,35,0,0,0,1,0
IG117QB,201,48,146,140,192,34,15,36,26,83,18,14,0,12,71,44,26,12,10,10,0,26,21,8,23,6,4,3,3,1,23,1,24,0,5,1,1,0
IG117QD,195,55,147,141,183,32,16,32,19,73,24,21,0,27,44,48,36,10,4,18,0,23,34,14,16,8,4,8,2,3,33,3,17,0,0,7,6,6
IG117QE,220,60,162,157,205,34,27,30,33,77,27,13,0,16,43,30,58,31,6,21,2,33,31,12,22,6,3,10,2,2,31,0,28,0,1,5,7,0
IG117QF,211,56,155,145,203,38,20,34,29,71,22,24,1,14,56,35,35,33,4,15,5,33,27,11,20,7,5,4,3,5,32,4,20,0,6,8,6,5
IG117QL,146,44,104,100,137,35,13,23,23,55,17,12,0,31,41,20,23,7,4,9,6,21,23,6,18,3,4,10,1,2,28,3,13,0,3,1,3,2
IG117QN,202,59,155,152,193,32,13,29,35,67,30,12,0,31,54,13,12,11,10,44,4,26,38,22,18,4,5,7,2,1,42,4,13,0,4,2,4,1
IG117QP,147,43,108,105,140,27,10,28,22,46,26,8,1,31,49,10,15,10,8,16,4,23,25,12,18,4,2,7,0,0,25,5,13,0,4,2,2,4
IG117QQ,39,16,35,35,36,1,3,1,5,16,7,2,0,14,11,0,1,0,2,8,1,1,13,7,2,0,1,5,0,1,0,16,0,0,1,0,4,0
IG117QR,122,31,78,75,111,27,15,27,13,49,13,7,0,10,43,13,8,11,9,22,0,26,11,3,17,2,2,4,1,1,18,0,13,0,1,1,2,1
IG117QS,37,10,27,26,36,6,1,9,6,12,6,1,0,13,8,0,0,7,0,9,0,3,5,2,4,0,1,2,1,0,6,2,2,0,0,0,1,1
IG117QT,129,43,79,78,121,37,16,33,6,53,11,3,0,16,32,10,10,6,5,41,1,32,21,6,15,0,3,12,7,0,20,4,18,0,3,2,3,0
IG117QU,105,31,74,70,94,15,19,12,5,44,11,5,0,33,13,7,21,10,5,13,0,11,16,9,13,3,1,3,1,0,18,3,10,0,2,1,2,3
IG117QW,124,44,88,82,118,17,11,24,18,32,19,11,2,21,31,9,15,6,6,18,5,12,26,8,11,2,7,9,5,2,28,0,16,0,1,4,5,3
IG117QX,135,49,103,97,130,23,8,22,20,38,20,16,0,55,17,4,7,10,5,28,5,12,31,11,10,4,3,13,3,5,31,6,12,0,4,3,5,1
IG117QY,111,43,76,71,107,26,8,25,18,31,16,6,4,32,31,14,12,2,3,10,2,17,27,8,9,3,4,12,7,0,26,3,13,0,0,2,3,4
IG117QZ,136,42,104,97,132,23,6,23,26,44,16,11,0,18,37,7,19,19,5,21,0,16,24,8,12,4,4,8,4,2,24,3,14,0,1,0,5,4
IG117RA,136,38,98,91,125,17,13,22,17,41,21,14,0,42,42,12,15,0,1,13,7,13,22,8,14,7,1,6,1,0,22,1,14,0,2,1,0,0
IG117RB,132,38,100,96,127,21,11,19,35,38,17,6,1,25,57,1,4,10,0,27,1,19,20,7,16,3,3,7,2,0,22,0,16,0,6,2,7,0
IG117RD,114,38,76,70,108,28,11,25,11,38,8,12,1,18,15,12,13,20,4,16,8,19,20,8,10,3,3,6,4,4,19,1,17,0,3,1,4,4
IG117RF,66,24,50,45,64,11,4,12,7,17,10,9,1,14,12,11,14,8,0,2,5,8,14,2,7,3,3,6,1,2,16,1,7,0,0,2,1,1
IG117RJ,89,20,62,58,83,14,9,18,9,33,11,5,1,10,24,10,12,11,2,16,1,10,9,5,9,2,1,1,0,2,11,0,8,0,2,2,2,1
IG117RP,51,15,36,35,49,6,4,10,11,14,8,3,0,12,5,1,15,4,5,7,0,3,8,4,4,2,0,2,3,0,6,4,5,0,3,0,1,0
IG117RR,46,18,39,33,42,4,4,2,7,15,4,10,0,9,8,7,12,0,1,8,1,0,14,1,3,4,3,6,1,0,11,1,5,0,1,4,1,0
IG117RW,35,12,21,21,29,7,7,7,1,14,5,0,0,0,16,0,2,11,1,4,0,7,4,1,6,0,0,3,2,0,1,0,10,0,4,1,2,1
IG117SN,66,23,40,38,59,13,13,12,5,24,9,3,0,16,17,0,5,3,1,19,0,12,13,3,8,0,3,7,2,0,5,18,0,0,1,0,8,0
IG117SP,32,17,19,19,30,3,9,4,3,12,5,0,0,13,7,0,0,0,0,12,0,3,6,1,3,0,0,5,6,0,0,17,0,0,1,0,1,0
IG117SR,61,22,47,45,58,10,5,8,12,19,8,4,0,12,10,0,0,7,4,28,0,8,12,1,6,1,1,9,2,2,3,19,0,0,3,0,7,1
IG117SW,70,36,49,47,66,11,7,13,5,27,8,4,0,11,28,4,3,2,1,18,2,6,24,4,5,0,4,16,5,0,7,27,2,0,2,0,12,3
IG117TA,50,14,29,28,48,13,4,16,3,21,2,3,0,7,0,10,4,14,1,9,2,6,6,2,5,1,2,1,3,0,7,5,2,0,1,1,4,1
IG117TE,58,18,42,42,56,12,5,11,9,20,8,1,0,1,18,0,0,8,2,25,0,10,10,5,5,0,0,5,0,1,2,15,1,0,1,0,3,5
IG117TL,33,12,23,20,32,8,4,6,4,8,5,2,1,7,10,3,4,2,2,5,0,7,6,3,4,1,1,1,2,0,4,6,2,0,1,1,3,1
IG117TN,36,14,27,23,36,9,1,8,3,11,5,6,0,11,11,0,5,0,1,7,0,9,9,3,4,0,4,2,0,1,5,9,0,0,0,0,4,1
IG117TP,54,13,31,30,50,18,4,18,9,17,5,1,0,7,6,0,10,15,3,8,0,16,4,1,7,0,1,2,2,0,8,3,2,0,1,0,2,0
IG117TR,49,18,31,26,45,12,6,11,2,15,4,9,0,20,9,2,8,0,1,9,0,6,10,2,3,4,3,1,5,0,4,13,1,0,2,1,8,4
IG117TT,126,36,70,70,121,43,14,38,18,34,17,4,0,31,13,1,11,3,4,49,4,17,10,3,15,1,1,5,7,2,3,31,2,0,4,0,12,12
IG117TU,76,35,57,55,74,15,3,15,12,25,15,4,0,24,12,0,1,2,1,33,0,10,21,9,7,0,2,10,6,1,1,33,1,0,5,0,10,0
IG117TW,37,13,25,22,33,9,4,7,3,15,3,3,0,15,8,5,1,0,2,5,0,7,8,3,3,0,3,2,2,0,4,6,3,0,0,0,4,3
IG117TX,100,38,69,63,94,17,12,18,10,30,16,8,1,30,24,5,21,8,3,7,1,14,23,6,10,3,5,9,4,1,21,10,7,0,0,2,8,2
IG117TY,67,26,57,48,63,4,6,3,8,19,13,15,1,28,5,3,5,9,1,14,0,4,21,5,5,8,3,5,0,0,11,12,3,0,0,0,7,0
IG117UA,76,25,53,51,73,23,5,15,10,24,15,5,0,16,13,12,4,7,1,15,0,18,14,5,8,1,4,4,2,0,14,6,5,0,2,2,3,3
IG117UB,60,26,47,40,56,7,7,6,3,18,13,13,0,29,8,9,4,1,0,8,0,4,19,4,6,6,6,3,1,0,14,11,1,0,0,1,8,2
IG117UE,71,24,55,52,68,12,4,12,8,32,10,6,0,19,31,4,2,5,3,2,5,10,15,9,8,2,3,1,1,0,13,8,3,0,0,3,3,1
IG117UF,21,8,16,15,21,3,2,3,0,6,5,2,0,11,5,3,0,0,2,0,0,2,6,3,2,1,1,1,0,0,5,0,2,0,0,0,1,0
IG117UG,24,14,18,18,24,4,2,4,0,7,4,2,0,7,11,1,0,0,2,0,1,3,11,3,1,0,2,6,1,0,3,10,1,0,0,0,6,0
IG117UH,127,35,93,85,121,22,10,21,17,47,13,15,0,24,27,9,11,21,7,17,1,16,18,5,12,3,4,6,1,4,25,0,10,0,2,2,1,0
IG117UL,52,19,40,35,47,7,5,7,7,17,4,6,2,9,17,8,9,4,2,0,2,6,12,3,5,4,2,3,2,0,8,4,6,0,0,1,3,2
IG117UN,30,9,24,24,29,2,3,3,5,8,3,1,0,11,5,0,8,5,0,0,0,2,6,4,3,1,0,1,0,0,5,1,3,0,0,1,3,2
IG117UQ,40,20,35,32,39,5,1,4,3,12,11,2,1,14,7,8,0,2,2,2,0,5,15,5,4,1,2,7,1,0,14,0,5,0,2,1,1,0
IG117UX,22,13,17,17,20,2,2,3,5,10,1,0,0,4,2,2,2,1,0,9,0,2,10,2,1,0,0,8,1,0,0,10,3,0,0,0,0,2
IG117XA,161,46,121,114,154,24,15,23,25,59,17,12,1,28,53,19,28,9,3,10,6,15,26,14,13,8,2,2,5,0,25,1,20,0,9,1,4,1
IG117XD,111,31,86,83,107,10,10,14,17,41,14,10,0,23,35,11,25,1,2,5,3,7,20,10,8,5,2,3,2,0,19,3,9,0,0,2,2,0
IG117XE,195,46,133,125,184,31,17,41,26,64,21,14,0,17,50,76,11,13,6,7,0,26,21,8,21,6,4,3,2,2,30,0,16,0,3,6,1,0
IG117XF,151,59,109,104,140,22,18,24,13,56,17,12,1,30,54,2,26,4,5,20,6,18,37,14,12,6,2,15,8,0,25,3,31,0,6,2,0,0
IG117XG,102,45,80,77,99,16,9,13,8,43,12,7,2,26,34,5,16,4,3,9,0,15,32,9,11,5,4,14,2,0,28,0,17,0,2,1,1,0
IG117XH,103,36,68,67,94,22,13,20,8,41,11,5,0,26,25,8,11,9,8,9,2,19,16,7,10,1,2,6,8,2,15,2,19,0,6,1,4,0
IG117XJ,81,29,64,63,78,4,7,10,10,27,14,8,0,22,19,7,23,0,2,8,0,3,19,6,8,2,5,6,2,0,19,2,8,0,4,0,0,0
IG117XL,204,56,138,132,190,39,21,42,29,66,26,12,0,30,49,11,24,10,11,51,1,30,29,13,20,5,2,9,4,2,36,2,18,0,5,3,3,7
IG117XN,87,38,69,65,86,13,1,16,8,27,11,8,2,40,18,4,5,8,3,9,0,8,27,7,6,5,3,12,2,1,18,11,9,0,2,1,12,1
IG117XP,34,9,28,28,34,4,1,5,7,7,12,2,0,8,17,0,8,0,0,0,0,4,6,3,2,1,1,1,1,0,2,4,3,0,1,0,1,0
IG117XQ,50,16,31,29,47,13,7,11,2,16,8,1,2,5,9,6,13,13,1,2,1,10,9,2,7,1,2,4,0,0,9,1,5,0,2,2,2,0
IG117XR,20,5,11,10,19,8,2,7,0,8,1,2,0,8,0,0,11,1,0,0,0,5,1,0,1,1,0,0,2,1,3,1,1,0,0,0,1,0
IG117XS,63,21,49,46,61,13,3,11,5,17,7,10,1,28,11,1,6,1,1,13,0,6,15,5,3,4,3,3,2,1,6,11,4,0,2,2,4,0
IG117XT,102,37,72,67,96,13,13,15,12,28,14,8,0,16,37,4,11,4,7,12,2,9,22,9,9,2,4,7,4,1,18,11,8,0,1,3,9,0
IG117XU,26,16,21,19,24,2,3,1,2,14,1,3,0,7,7,2,0,3,0,3,1,2,12,1,4,0,3,8,0,0,2,11,3,0,2,0,6,0
IG117XW,97,26,63,59,95,25,4,29,15,30,8,7,0,40,26,6,8,7,5,4,1,13,11,4,12,0,5,2,1,2,11,10,5,0,1,1,6,5
IG117XX,20,9,15,13,20,2,2,3,1,7,2,4,0,6,10,0,0,3,1,0,0,2,6,2,1,2,2,0,2,0,5,4,0,0,0,1,3,1
IG117XY,24,9,17,15,24,4,1,6,1,6,3,3,0,8,9,0,4,0,1,2,0,1,5,2,1,1,1,1,2,0,2,6,1,0,0,0,5,1
IG117XZ,102,47,77,73,95,14,9,14,12,37,17,10,0,34,17,3,2,10,0,32,1,7,30,9,8,5,1,15,7,0,17,22,8,0,1,0,13,4
IG117YA,45,19,32,30,41,5,5,8,3,17,8,1,1,10,19,0,2,5,1,5,1,4,11,4,4,0,2,5,3,0,2,12,4,0,1,0,7,0
IG117YB,27,11,17,15,27,10,0,9,2,7,5,3,0,14,4,0,0,0,2,7,0,6,5,0,2,1,0,4,3,1,4,6,1,0,1,0,4,1
IG117YD,88,27,60,52,82,18,11,16,12,26,6,10,2,25,27,3,7,1,4,10,6,8,13,2,12,4,5,2,2,0,11,14,2,0,2,1,8,2
IG117YE,39,12,25,25,38,13,3,11,2,18,1,1,0,9,11,2,3,1,3,3,0,11,6,3,6,0,1,2,0,0,5,3,4,0,0,0,3,2
IG117YF,24,12,24,18,24,1,0,0,2,4,6,6,2,14,2,2,0,4,1,0,0,0,12,5,0,2,5,0,0,0,6,4,2,0,0,1,3,0
IG117YG,160,59,110,106,150,26,16,33,19,62,16,8,0,26,36,15,16,19,6,30,2,18,35,13,16,3,4,15,6,0,27,0,32,0,8,2,4,0
IG117YH,110,46,83,74,104,15,6,19,11,39,10,15,2,34,19,16,13,5,6,10,3,7,29,4,12,6,8,11,5,0,15,14,17,0,4,2,10,1
IG117YL,70,25,47,39,61,6,12,11,4,31,3,9,0,8,21,8,10,8,8,7,0,6,13,3,8,3,3,4,3,0,10,0,15,0,4,1,2,2
IG117YQ,106,36,71,69,101,31,7,28,8,32,15,5,0,17,18,12,12,6,7,17,2,26,19,8,12,2,0,9,4,1,20,1,14,0,3,2,3,11
IG118AF,48,11,31,31,46,13,2,12,8,17,4,2,0,0,8,3,9,11,4,11,0,11,5,3,5,2,0,0,0,0,3,5,3,0,1,0,4,1
IG118AJ,40,11,18,18,36,7,6,14,7,10,1,0,0,2,8,2,1,0,2,21,0,5,4,3,3,0,0,1,2,0,1,0,10,0,0,2,2,3
IG118BQ,116,40,69,69,107,18,17,30,5,48,10,1,0,7,28,25,6,12,4,24,3,15,16,5,15,1,0,10,9,0,10,0,30,0,7,0,8,1
